"SequenceNumber","Names","NameKey","CompositeName","Metric","AutoNumber","Initials"
"EC0627","Big Horn Placer","EC0627-00854","Big Horn Placer",1,5236,
"EC0628","Blue Jay","EC0628-01180","Blue Jay",1,5237,
"EC0629","Paul","EC0629-08204","Paul",1,5238,
"EC0630","Gold Nugget","EC0630-04052","Gold Nugget",1,5239,
"EC0631","Wallis Prospect","EC0631-12291","Wallis Prospect",1,5240,
"EC0632","Gold Star","EC0632-04096","Gold Star (Rabbit's Foot; Romine Placer; Lucky Lady)",1,5241,
"EC0632","Rabbit's Foot","EC0632-08838","Gold Star (Rabbit's Foot; Romine Placer; Lucky Lady)",2,5242,
"EC0633","Alder","EC0633-00127","Alder",1,5244,
"EC0634","Frances M","EC0634-03605","Frances M",1,5250,
"EC0635","Snow Slide","EC0635-09103","Rich Gulch Placer (Snowshoe; Snow Slide)",1,5251,
"EC0635","Snowshoe","EC0635-10073","Rich Gulch Placer (Snowshoe; Snow Slide)",1,5252,
"EC0635","Rich Gulch Placer","EC0635-10091","Rich Gulch Placer (Snowshoe; Snow Slide)",1,5253,
"EC0636","Myrtle Group Claims","EC0636-07423","Myrtle Group Claims",1,5255,
"EC0637","Unnamed prospect","EC0637-11873","Unnamed prospect",1,5256,
"EC0638","Bull of the Woods Nos. 1-3 Claims","EC0638-01525","Bull of the Woods Nos. 1-3 Claims",1,5257,
"EC0639","St. Anthony Mine","EC0639-05302","Iron Claims No. 1-3 (St. Anthony Mine)",1,5258,
"EC0639","Iron Claims No. 1-3","EC0639-10299","Iron Claims No. 1-3 (St. Anthony Mine)",1,5259,
"EC0640","Ace","EC0640-00032","Ace",1,5260,
"EC0641","Susie","EC0641-03458","First Chance Placer (Susie; Rose and Daisy)",1,5261,
"EC0641","First Chance Placer","EC0641-09236","First Chance Placer (Susie; Rose and Daisy)",1,5262,
"EC0641","Rose and Daisy","EC0641-10650","First Chance Placer (Susie; Rose and Daisy)",1,5263,
"EC0642","Bear Track Deposit","EC0642-00635","Bear Track Deposit",1,5264,
"EC0643","Last Chance","EC0643-05858","Last Chance",1,5266,
"EC0644","Golden Gate Placers","EC0644-04178","Golden Gate Placers",1,5267,
"EC0645","Twin Meadows","EC0645-11074","Twin Meadows",1,5268,
"EC0646","Vern Hiskey Group","EC0646-09286","Vern Hiskey Group (Ruby; Silverfox 1 and 2)",1,5269,
"EC0646","Ruby","EC0646-09883","Vern Hiskey Group (Ruby; Silverfox 1 and 2)",1,5270,
"EC0646","Silverfox 1 and 2","EC0646-12181","Vern Hiskey Group (Ruby; Silverfox 1 and 2)",1,5271,
"EC0647","Square Deal","EC0647-06341","Lost Dutchman (New Deal Placer; Square Deal)",1,5272,
"EC0647","Lost Dutchman","EC0647-07519","Lost Dutchman (New Deal Placer; Square Deal)",1,5273,
"EC0647","New Deal Placer","EC0647-10290","Lost Dutchman (New Deal Placer; Square Deal)",1,5274,
"EC0648","Gross Creek Placer","EC0648-04436","Grouse Creek Placer (Gross Creek Placer)",1,5275,
"EC0648","Grouse Creek Placer","EC0648-04442","Grouse Creek Placer (Gross Creek Placer)",1,5276,
"EC0649","Red Wing","EC0649-09036","Red Wing",1,5277,
"EC0650","Bullion Lode Silver Mine","EC0650-01537","Bullion Lode Silver Mine (Bullion Mine; Harpster & Liddle)",1,5278,
"EC0650","Bullion Mine","EC0650-01539","Bullion Lode Silver Mine (Bullion Mine; Harpster & Liddle)",1,5279,
"EC0651","Vinegar Jug Placer","EC0651-12220","Vinegar Jug Placer",1,5280,
"EC0653","Huntz Gulch Bar Claim","EC0653-05008","Huntz Gulch Bar Claim",1,5283,
"EC0654","Wilderness Group","EC0654-06746","Marygold #1-#8 (Wilderness Group)",1,5284,
"EC0654","Marygold #1-#8","EC0654-12617","Marygold #1-#8 (Wilderness Group)",1,5285,
"EC0655","Carey Creek Placer","EC0655-01764","Carey Creek Placer",1,5286,
"EC0656","Liberty Deposit","EC0656-00886","Liberty Deposit (Big Three)",1,5287,
"EC0656","Big Three","EC0656-06015","Liberty Deposit (Big Three)",1,5288,
"EC0657","Shamrock Group","EC0657-09540","Shamrock Group",1,5289,
"EC0658","Tocowana","EC0658-05465","Jocowana (Tocowana)",1,5291,
"EC0658","Jocowana","EC0658-10892","Jocowana (Tocowana)",1,5292,
"EC0659","Gold Dust","EC0659-03985","Gold Dust (Jahner)",1,5293,
"EC0659","Jahner","EC0659-05392","Gold Dust (Jahner)",1,5294,
"EC0660","Golden Hart","EC0660-00976","Muckensturm Placer (Black Giant; Golden Hart)",1,5295,
"EC0660","Muckensturm Placer","EC0660-04186","Muckensturm Placer (Black Giant; Golden Hart)",1,5296,
"EC0660","Black Giant","EC0660-07361","Muckensturm Placer (Black Giant; Golden Hart)",1,5297,
"EC0661","Gilbert","EC0661-03833","Gilbert",1,5299,
"EC0662","Upper Lake Creek","EC0662-12051","Upper Lake Creek",1,5300,
"EC0663","Warrior #1, 2, 4 and Warrior #3 Mill Site","EC0663-12334","Warrior #1, 2, 4 and Warrior #3 Mill Site",1,5301,
"EC0664","Jewel Group","EC0664-05454","Jewell Deposit (Jewel Group)",1,5302,
"EC0664","Jewell Deposit","EC0664-05456","Jewell Deposit (Jewel Group)",1,5303,
"EC0665","Multnomah","EC0665-07387","Multnomah",1,5304,
"EC0666","Snowstorm Occurrence","EC0666-10116","Snowstorm Occurrence (Treasure Knob)",1,5305,
"EC0666","Treasure Knob","EC0666-10970","Snowstorm Occurrence (Treasure Knob)",1,5306,
"EC0667","Washington Deposit","EC0667-12351","Washington Deposit",1,5307,
"EC0668","Two Margaret","EC0668-02633","Daisy Deposit (Two Margaret; Goodenough; Two Margret)",1,5308,
"EC0668","Two Margret","EC0668-04262","Daisy Deposit (Two Margaret; Goodenough; Two Margret)",1,5309,
"EC0668","Daisy Deposit","EC0668-11085","Daisy Deposit (Two Margaret; Goodenough; Two Margret)",1,5310,
"EC0668","Goodenough","EC0668-11086","Daisy Deposit (Two Margaret; Goodenough; Two Margret)",1,5311,
"EC0669","Unnamed prospect","EC0669-11884","Unnamed prospect",1,5312,
"EC0670","Old Kentuck Deposit","EC0670-07864","Old Kentuck Deposit",1,5313,
"EC0671","Golden Anchor Mine","EC0671-04115","Golden Anchor Mine (Holte Mine)",1,5314,
"EC0671","Holte Mine","EC0671-04838","Golden Anchor Mine (Holte Mine)",1,5315,
"EC0672","Sherman Howe Deposit","EC0672-09577","Sherman Howe Deposit",1,5316,
"EC0673","Fox & Briggs","EC0673-03598","Harris-Holte Mine (Holt; Fox & Briggs)",1,5317,
"EC0673","Harris-Holte Mine","EC0673-04581","Harris-Holte Mine (Holt; Fox & Briggs)",1,5318,
"EC0673","Holt","EC0673-04836","Harris-Holte Mine (Holt; Fox & Briggs)",1,5319,
"EC0674","Fisher Vein","EC0674-03478","Gold Crest (Fisher Vein)",1,5320,
"EC0674","Gold Crest","EC0674-03966","Gold Crest (Fisher Vein)",1,5321,
"EC0675","Summit Silver, Inc.","EC0675-05693","Kimberly Mine (Summit Silver, Inc.)",1,5322,
"EC0675","Kimberly Mine","EC0675-10530","Kimberly Mine (Summit Silver, Inc.)",1,5323,
"EC0676","Violet","EC0676-12227","Violet",1,5324,
"EC0677","Hinkson-Bishop Mine","EC0677-04811","Hinkson-Bishop Mine (Leadville)",1,5325,
"EC0677","Leadville","EC0677-05930","Hinkson-Bishop Mine (Leadville)",1,5326,
"EC0678","Juno Deposit","EC0678-05578","Juno Deposit",1,5327,
"EC0679","Schedule","EC0679-09457","Schedule",1,5328,
"EC0680","Alberta","EC0680-00121","Alberta",1,5329,
"EC0681","Mt. Marshall Deposit","EC0681-07359","Mt. Marshall Deposit",1,5330,
"EC0682","Violet","EC0682-12228","Warrior Mine (Violet)",1,5331,
"EC0682","Warrior Mine","EC0682-12335","Warrior Mine (Violet)",1,5332,
"EC0683","Tuttle Deposit","EC0683-07257","Tuttle Deposit (Morning Glory)",1,5333,
"EC0683","Morning Glory","EC0683-11052","Tuttle Deposit (Morning Glory)",1,5334,
"EC0684","Cuban","EC0684-02576","Hyatt Deposit (Long Tom; Cuban)",1,5335,
"EC0684","Hyatt Deposit","EC0684-05016","Hyatt Deposit (Long Tom; Cuban)",1,5336,
"EC0684","Long Tom","EC0684-06295","Hyatt Deposit (Long Tom; Cuban)",1,5337,
"EC0685","Goldfield","EC0685-04240","Goldfield",1,5339,
"EC0686","Blue Bucket Mine","EC0686-01149","Gold Run Mine (Blue Bucket Mine)",1,5340,
"EC0686","Gold Run Mine","EC0686-04089","Gold Run Mine (Blue Bucket Mine)",1,5341,
"EC0687","Cal-Creek Placer","EC0687-01639","Cal-Creek Placer",1,5342,
"EC0688","Union","EC0688-11116","Union",1,5343,
"EC0689","Tonopah","EC0689-10905","Tonopah",1,5344,
"EC0690","Gold Dust","EC0690-03986","Gold Dust",1,5345,
"EC0691","California Creek","EC0691-01659","California Creek",1,5346,
"EC0692","Crystal Quartz","EC0692-02569","Crystal Quartz",1,5347,
"EC0693","Yukon","EC0693-04984","Idaho Klondike Placer (Humboldt; Yukon)",1,5348,
"EC0693","Humboldt","EC0693-05098","Idaho Klondike Placer (Humboldt; Yukon)",1,5349,
"EC0693","Idaho Klondike Placer","EC0693-12825","Idaho Klondike Placer (Humboldt; Yukon)",1,5350,
"EC0694","Maxwell","EC0694-06778","Maxwell",1,5351,
"EC0695","Crystal Mine","EC0695-02568","Crystal Mine",1,5352,
"EC0696","Waln","EC0696-12292","Waln",1,5353,
"EC0697","War Eagle Prospect","EC0697-08586","War Eagle Prospect (Polaris)",1,5354,
"EC0697","Polaris","EC0697-12315","War Eagle Prospect (Polaris)",1,5355,
"EC0698","Kelly Meadows Placer","EC0698-05630","Kelly Meadows Placer (Mary Jane)",1,5356,
"EC0698","Mary Jane","EC0698-06741","Kelly Meadows Placer (Mary Jane)",1,5357,
"EC0699","Morgan Whistler","EC0699-07249","Morgan Whistler",1,5358,
"EC0700","Duerden Prospect","EC0700-03010","Duerden Prospect (Durden)",1,5359,
"EC0700","Durden","EC0700-03033","Duerden Prospect (Durden)",1,5360,
"EC0701","Nevada","EC0701-07493","Nevada",1,5361,
"EC0702","Gold Hill Quartz","EC0702-04020","Gold Hill Quartz",1,5362,
"EC0703","Lake Creek Placer","EC0703-05795","Lake Creek Placer",1,5363,
"EC0704","Three Mile Creek Placer","EC0704-10834","Three Mile Creek Placer",1,5364,
"EC0705","Jeanette Creek Quartz Deposit","EC0705-05414","Jeanette Creek Quartz Deposit",1,5365,
"EC0706","Burgdorf Homestead","EC0706-01571","Lake Creek (Burgdorf Homestead)",1,5366,
"EC0706","Lake Creek","EC0706-05793","Lake Creek (Burgdorf Homestead)",1,5367,
"EC0707","Resort Placers","EC0707-09078","Resort Placers",1,5368,
"EC0708","Golden Rule Placer Mine","EC0708-04215","Golden Rule Placer Mine (Grouse Creek)",1,5369,
"EC0708","Grouse Creek","EC0708-04438","Golden Rule Placer Mine (Grouse Creek)",1,5370,
"EC0709","Hamby Mining Corporation","EC0709-04513","Hamby Mining Corporation",1,5371,
"EC0710","Golden Secesh","EC0710-04219","Secesh (Secesh Meadows; Golden Secesh)",1,5372,
"EC0710","Lindy","EC0710-06075","Secesh (Secesh Meadows; Golden Secesh)",1,5373,
"EC0710","North Creek No. 1","EC0710-07677","Secesh (Secesh Meadows; Golden Secesh)",1,5374,
"EC0710","Secesh","EC0710-09497","Secesh (Secesh Meadows; Golden Secesh)",1,5375,
"EC0710","Secesh Meadows","EC0710-09499","Secesh (Secesh Meadows; Golden Secesh)",1,5376,
"EC0710","Sentinel Mine","EC0710-09522","Secesh (Secesh Meadows; Golden Secesh)",1,5377,
"EC0712","Echo Group Nos. 1 & 2","EC0712-03143","Echo Group Nos. 1 & 2",1,5378,
"EC0713","Spokane Placer Claims","EC0713-10265","Spokane Placer Claims",1,5379,
"EC0714","Gayhart Burns Placer Mine","EC0714-03751","Gayhart Burns Placer Mine",1,5380,
"EC0715","Secesh Basin Mine","EC0715-09498","Secesh Basin Mine",1,5381,
"EC0716","Sonnemann","EC0716-02669","Laughing Water Group (Secesh-Ruby Placers; Davis Mining Co.)",1,5382,
"EC0716","South Mountain Mine","EC0716-03885","Laughing Water Group (Secesh-Ruby Placers; Davis Mining Co.)",1,5383,
"EC0716","Davis Mining Co.","EC0716-05898","Laughing Water Group (Secesh-Ruby Placers; Davis Mining Co.)",1,5384,
"EC0716","Golconda Group","EC0716-05908","Laughing Water Group (Secesh-Ruby Placers; Davis Mining Co.)",1,5385,
"EC0716","Laughing Water Group","EC0716-07089","Laughing Water Group (Secesh-Ruby Placers; Davis Mining Co.)",1,5386,
"EC0716","Laxey Tunnel","EC0716-09500","Laughing Water Group (Secesh-Ruby Placers; Davis Mining Co.)",1,5387,
"EC0716","Mississippi Claim","EC0716-10137","Laughing Water Group (Secesh-Ruby Placers; Davis Mining Co.)",1,5388,
"EC0716","Secesh-Ruby Placers","EC0716-10202","Laughing Water Group (Secesh-Ruby Placers; Davis Mining Co.)",1,5389,
"EC0717","North Star Placer","EC0717-07739","Ruby Creek Placer (North Star Placer)",1,5390,
"EC0717","Ruby Creek Placer","EC0717-09291","Ruby Creek Placer (North Star Placer)",1,5391,
"EC0718","Blue Bucket","EC0718-01147","Blue Bucket (Ruby Meadows Placers)",1,5392,
"EC0718","Ruby Meadows Placers","EC0718-09295","Blue Bucket (Ruby Meadows Placers)",1,5393,
"EC0719","Katy","EC0719-05605","Katy (Ruby Meadows Placers)",1,5394,
"EC0719","Ruby Meadows Placers","EC0719-09294","Katy (Ruby Meadows Placers)",1,5395,
"EC0720","Mountain Meadows","EC0720-07331","Mountain Meadows (Ruby Meadows Placers)",1,5396,
"EC0720","Ruby Meadows Placers","EC0720-09298","Mountain Meadows (Ruby Meadows Placers)",1,5397,
"EC0721","Lucky Strike","EC0721-06511","Lucky Strike (Ruby Meadows Placers)",1,5398,
"EC0721","Ruby Meadows Placers","EC0721-09296","Lucky Strike (Ruby Meadows Placers)",1,5399,
"EC0722","Mile High","EC0722-07011","Mile High (Ruby Meadows Placers)",1,5400,
"EC0722","Ruby Meadows Placers","EC0722-09297","Mile High (Ruby Meadows Placers)",1,5401,
"EC0723","Squaw Peak","EC0723-08218","Squaw Peak (Payette & Campbird Groups; Payette-Campbird Group)",1,5402,
"EC0723","Payette & Campbird Groups","EC0723-08225","Squaw Peak (Payette & Campbird Groups; Payette-Campbird Group)",1,5403,
"EC0723","Payette-Campbird Group","EC0723-10297","Squaw Peak (Payette & Campbird Groups; Payette-Campbird Group)",1,5404,
"EC0724","Bostic","EC0724-01323","Bostic (Lost Chance Mercury)",1,5405,
"EC0724","Lost Chance Mercury","EC0724-06336","Bostic (Lost Chance Mercury)",1,5406,
"EC0725","Stover-Nelson Property","EC0725-10468","Stover-Nelson Property",1,5407,
"EC0726","Unnamed prospect","EC0726-11870","Unnamed prospect",1,5408,
"EC0727","Squaw Meadows","EC0727-10296","Squaw Meadows",1,5409,
"EC0728","Sourdough No. 1 and No. 2","EC0728-10150","Sourdough No. 1 and No. 2",1,5410,
"EC0729","Buck Placer","EC0729-01473","Buck Placer (Houston Creek)",1,5411,
"EC0729","Houston Creek","EC0729-04963","Buck Placer (Houston Creek)",1,5412,
"EC0730","Smith Lode","EC0730-09986","Smith Lode",1,5413,
"EC0731","Chalfant Antimony Claims","EC0731-00301","Chalfant Antimony Claims (Antimony Bar No. 1)",1,5414,
"EC0731","Antimony Bar No. 1","EC0731-01879","Chalfant Antimony Claims (Antimony Bar No. 1)",1,5415,
"EC0732","Vaux","EC0732-04189","Vaux (Golden Key; Golden Seal)",1,5416,
"EC0732","Golden Key","EC0732-04217","Vaux (Golden Key; Golden Seal)",1,5417,
"EC0732","Golden Seal","EC0732-12162","Vaux (Golden Key; Golden Seal)",1,5418,
"EC0733","Cook Placer","EC0733-02328","Schissler Creek Placer (Cook Placer)",1,5420,
"EC0733","Schissler Creek Placer","EC0733-09466","Schissler Creek Placer (Cook Placer)",1,5421,
"EC0734","Lucky Day Claims","EC0734-06459","Lucky Day Claims",1,5422,
"EC0735","Brown Claim Group","EC0735-01438","Brown Claim Group (Grover)",1,5423,
"EC0735","Grover","EC0735-04449","Brown Claim Group (Grover)",1,5424,
"EC0736","Martinace","EC0736-06734","Martinace (Martinez)",1,5425,
"EC0736","Martinez","EC0736-06736","Martinace (Martinez)",1,5426,
"EC0737","Calumet","EC0737-01675","Calumet",1,5427,
"EC0738","Last Chance Claim","EC0738-05868","Last Chance Claim",1,5428,
"EC0739","Thomas Creek Placer","EC0739-06521","Thomas Creek Placer (Lucky Strike Group)",1,5429,
"EC0739","Lucky Strike Group","EC0739-10803","Thomas Creek Placer (Lucky Strike Group)",1,5430,
"EC0740","Silver Crown","EC0740-09698","Silver Crown",1,5431,
"EC0741","Warren Creek Placers","EC0741-02469","Warren Creek Placers (Cove)",1,5432,
"EC0741","Cove","EC0741-12331","Warren Creek Placers (Cove)",1,5433,
"EC0742","Section 33 Lead-Zinc Vein","EC0742-09502","Section 33 Lead-Zinc Vein",1,5434,
"EC0743","Red Ledge No. 6 Occurrence","EC0743-08995","Red Ledge No. 6 Occurrence",1,5435,
"EC0744","Blue Angel","EC0744-01119","Blue Angel",1,5436,
"EC0745","Grandview Group","EC0745-04302","Grandview Group",1,5437,
"EC0746","Deadhawk Mine","EC0746-02686","Deadhawk Mine",1,5438,
"EC0747","Last Chance","EC0747-05856","Last Chance",1,5439,
"EC0748","Horsefly Mine","EC0748-04935","Horsefly Mine",1,5440,
"EC0749","Gold King Mine","EC0749-04029","Gold King Mine (Good Enough)",1,5441,
"EC0749","Good Enough","EC0749-04252","Gold King Mine (Good Enough)",1,5442,
"EC0750","Kingfish Prospect","EC0750-05720","Kingfish Prospect",1,5444,
"EC0751","Free Gold","EC0751-03621","Free Gold",1,5445,
"EC0752","South Fork","EC0752-00739","Wheelbarrow Molybdenum Prospect (Benson Molybdenum Claims; Cadby; South Fork; Big Flat Creek)",1,5446,
"EC0752","Wheelbarrow Molybdenum Prospect","EC0752-00841","Wheelbarrow Molybdenum Prospect (Benson Molybdenum Claims; Cadby; South Fork; Big Flat Creek)",1,5447,
"EC0752","Cadby","EC0752-01636","Wheelbarrow Molybdenum Prospect (Benson Molybdenum Claims; Cadby; South Fork; Big Flat Creek)",1,5448,
"EC0752","Benson Molybdenum Claims","EC0752-10178","Wheelbarrow Molybdenum Prospect (Benson Molybdenum Claims; Cadby; South Fork; Big Flat Creek)",1,5449,
"EC0752","Big Flat Creek","EC0752-12500","Wheelbarrow Molybdenum Prospect (Benson Molybdenum Claims; Cadby; South Fork; Big Flat Creek)",1,5450,
"EC0753","Delaware Placer","EC0753-02757","Delaware Placer (Smead)",1,5451,
"EC0753","Smead","EC0753-09972","Delaware Placer (Smead)",1,5452,
"EC0754","Gold Pan Bar","EC0754-04062","Gold Pan Bar",1,5453,
"EC0755","Ram's Horn","EC0755-08881","Ramshorn (Ram's Horn; Skylark)",1,5454,
"EC0755","Ramshorn","EC0755-08889","Ramshorn (Ram's Horn; Skylark)",1,5455,
"EC0755","Skylark","EC0755-09929","Ramshorn (Ram's Horn; Skylark)",1,5456,
"EC0756","Unnamed prospect","EC0756-11856","Unnamed prospect",1,5457,
"EC0757","Silver Eagle Mine","EC0757-09715","Silver Eagle Mine",1,5458,
"EC0758","Pony Meadows Placer","EC0758-08609","Pony Meadows Placer",1,5459,
"EC0759","Little Joker Mine","EC0759-06155","Little Joker Mine",1,5460,
"EC0760","Little Nugget","EC0760-06174","North Pole Placer (Little Nugget; Lucky Dollar)",1,5461,
"EC0760","Lucky Dollar","EC0760-06464","North Pole Placer (Little Nugget; Lucky Dollar)",1,5462,
"EC0760","North Pole Placer","EC0760-07716","North Pole Placer (Little Nugget; Lucky Dollar)",1,5463,
"EC0761","Ester L.","EC0761-03336","Ester L.",1,5464,
"EC0762","Amacher Placer","EC0762-00223","Amacher Placer",1,5466,
"EC0763","Gorge Placer","EC0763-04278","Gorge Placer",1,5467,
"EC0764","Golden West Mine","EC0764-04237","Golden West Mine",1,5468,
"EC0765","Unnamed prospect","EC0765-11825","Unnamed prospect",1,5469,
"EC0766","Meyers Creek Placer","EC0766-06948","Meyers Creek Placer",1,5470,
"EC0767","Bargamin Bar","EC0767-00554","Bargamin Bar",1,5471,
"EC0768","Allison Ranch Placer","EC0768-00173","Allison Ranch Placer",1,5472,
"EC0769","Yellow Pine Bar","EC0769-12798","Yellow Pine Bar",1,5473,
"EC0770","Richardson Creek Bar Placer","EC0770-09109","Richardson Creek Bar Placer",1,5474,
"EC0771","Big Mallard Bar","EC0771-00865","Big Mallard Bar",1,5475,
"EC0772","Julie Creek Bar Placer","EC0772-05544","Julie Creek Bar Placer",1,5476,
"EC0773","Hermit Hanks Bar Placer","EC0773-04700","Hermit Hanks Bar Placer",1,5477,
"EC0774","Hermit Hanks Prospect","EC0774-04701","Hermit Hanks Prospect",1,5478,
"EC0775","Gold Dust Sonny Placer","EC0775-03989","Gold Dust Sonny Placer",1,5479,
"EC0776","Churchill Creek Prospect","EC0776-01996","Churchill Creek Prospect",1,5480,
"EC0777","Little Elkhorn","EC0777-06132","Little Elkhorn",1,5481,
"EC0778","Moore Bar","EC0778-07229","Moore Bar (Slide Creek Placer)",1,5482,
"EC0778","Slide Creek Placer","EC0778-09955","Moore Bar (Slide Creek Placer)",1,5483,
"EC0779","Widow Bar Placer","EC0779-12592","Widow Bar Placer",1,5484,
"EC0780","Fall Creek Bar Placer","EC0780-03401","Fall Creek Bar Placer (Groundhog Bar Placer)",1,5485,
"EC0780","Groundhog Bar Placer","EC0780-04437","Fall Creek Bar Placer (Groundhog Bar Placer)",1,5486,
"EC0781","Lemhi Bar Placer","EC0781-05964","Lemhi Bar Placer",1,5487,
"EC0782","Chicago-Boston","EC0782-00896","Gaines Bar (Billie Placer; Rhett Creek Placer; Bilbie Placer)",1,5488,
"EC0782","Gaines Bar","EC0782-00901","Gaines Bar (Billie Placer; Rhett Creek Placer; Bilbie Placer)",1,5489,
"EC0782","Galena Mine","EC0782-01948","Gaines Bar (Billie Placer; Rhett Creek Placer; Bilbie Placer)",1,5490,
"EC0782","Kill Buck","EC0782-03689","Gaines Bar (Billie Placer; Rhett Creek Placer; Bilbie Placer)",1,5491,
"EC0782","Bilbie Placer","EC0782-03698","Gaines Bar (Billie Placer; Rhett Creek Placer; Bilbie Placer)",1,5492,
"EC0782","Billie Placer","EC0782-05691","Gaines Bar (Billie Placer; Rhett Creek Placer; Bilbie Placer)",1,5493,
"EC0782","Rhett Creek Placer","EC0782-09095","Gaines Bar (Billie Placer; Rhett Creek Placer; Bilbie Placer)",1,5494,
"EC0783","Mammoth Mine","EC0783-06649","Mammoth Mine (Mammouth; Black Tail)",1,5495,
"EC0784","Unnamed location","EC0784-11287","Unnamed location",1,5497,
"EC0785","Unnamed location","EC0785-11272","Unnamed location",1,5498,
"EC0786","Boise Creek Prospect","EC0786-01261","Boise Creek Prospect",1,5499,
"EC0787","Unnamed location","EC0787-11267","Unnamed location",1,5500,
"EC0788","Boise Bar","EC0788-01256","Boise Bar",1,5501,
"EC0789","Surprise Group","EC0789-05110","Painter Mine (Surprise Group; Idaho Newsome)",1,5502,
"EC0789","Idaho Newsome","EC0789-08098","Painter Mine (Surprise Group; Idaho Newsome)",1,5503,
"EC0789","Painter Mine","EC0789-10641","Painter Mine (Surprise Group; Idaho Newsome)",1,5504,
"EC0790","Painter Bar","EC0790-08097","Painter Bar",1,5506,
"EC0791","Jersey Creek","EC0791-05444","Jersey Creek",1,5507,
"EC0792","Excelsior Bar Placer","EC0792-03377","Excelsior Bar Placer",1,5508,
"EC0793","Haney Bar","EC0793-04530","Haney Bar",1,5509,
"EC0794","Blue Bird Bar","EC0794-01133","Blue Bird Bar (Little Nellie)",1,5510,
"EC0794","Little Nellie","EC0794-06171","Blue Bird Bar (Little Nellie)",1,5511,
"EC0795","Wilson Bar Placer","EC0795-05383","Jackson Bar (Wilson Bar Placer; Marie)",1,5512,
"EC0795","Jackson Bar","EC0795-06705","Jackson Bar (Wilson Bar Placer; Marie)",1,5513,
"EC0795","Marie","EC0795-12650","Jackson Bar (Wilson Bar Placer; Marie)",1,5514,
"EC0796","South Fork Placers","EC0796-09368","Salmon Placer North (Salmon River Placer Co.; South Fork Placers)",1,5515,
"EC0796","Salmon Placer North","EC0796-09382","Salmon Placer North (Salmon River Placer Co.; South Fork Placers)",1,5516,
"EC0796","Salmon River Placer Co.","EC0796-10184","Salmon Placer North (Salmon River Placer Co.; South Fork Placers)",1,5517,
"EC0797","South Fork Placers","EC0797-09369","Salmon Placer South (Salmon River Placer Co.; South Fork Placers)",1,5518,
"EC0797","Salmon Placer South","EC0797-09381","Salmon Placer South (Salmon River Placer Co.; South Fork Placers)",1,5519,
"EC0797","Salmon River Placer Co.","EC0797-10186","Salmon Placer South (Salmon River Placer Co.; South Fork Placers)",1,5520,
"EC0798","South Fork Placers","EC0798-02911","Dodge Placer North (Salmon River Placer Co.; South Fork Placers)",1,5521,
"EC0798","Dodge Placer North","EC0798-09385","Dodge Placer North (Salmon River Placer Co.; South Fork Placers)",1,5522,
"EC0798","Salmon River Placer Co.","EC0798-10189","Dodge Placer North (Salmon River Placer Co.; South Fork Placers)",1,5523,
"EC0799","South Fork Placers","EC0799-02912","Dodge Placer South (Salmon River Placer Co.; South Fork Placers)",1,5524,
"EC0799","Dodge Placer South","EC0799-09383","Dodge Placer South (Salmon River Placer Co.; South Fork Placers)",1,5525,
"EC0799","Salmon River Placer Co.","EC0799-10187","Dodge Placer South (Salmon River Placer Co.; South Fork Placers)",1,5526,
"EC0800","South Fork Placers","EC0800-04975","Huddleson Placer (Salmon River Placer Co.; South Fork Placers)",1,5527,
"EC0800","Huddleson Placer","EC0800-09384","Huddleson Placer (Salmon River Placer Co.; South Fork Placers)",1,5528,
"EC0800","Salmon River Placer Co.","EC0800-10188","Huddleson Placer (Salmon River Placer Co.; South Fork Placers)",1,5529,
"EC0801","South Fork Placers","EC0801-07338","Mountain Sheep Placer (Salmon River Placer Co.; South Fork Placers)",1,5530,
"EC0801","Mountain Sheep Placer","EC0801-09380","Mountain Sheep Placer (Salmon River Placer Co.; South Fork Placers)",1,5531,
"EC0801","Salmon River Placer Co.","EC0801-10185","Mountain Sheep Placer (Salmon River Placer Co.; South Fork Placers)",1,5532,
"EC0802","Hand","EC0802-04525","Hand",1,5533,
"EC0803","Brownhorse Prospect","EC0803-01444","Little Sheepeater Prospect (Brownhorse Prospect)",1,5534,
"EC0803","Little Sheepeater Prospect","EC0803-06196","Little Sheepeater Prospect (Brownhorse Prospect)",1,5535,
"EC0804","Bluehorse Placer","EC0804-00286","Ann Nos. 1 & 2 (Sheepeater Prospect; Greyhorse Lode; Bluehorse Placer)",1,5536,
"EC0804","Ann Nos. 1 & 2","EC0804-01227","Ann Nos. 1 & 2 (Sheepeater Prospect; Greyhorse Lode; Bluehorse Placer)",1,5537,
"EC0804","Greyhorse Lode","EC0804-04407","Ann Nos. 1 & 2 (Sheepeater Prospect; Greyhorse Lode; Bluehorse Placer)",1,5538,
"EC0804","Sheepeater Prospect","EC0804-09562","Ann Nos. 1 & 2 (Sheepeater Prospect; Greyhorse Lode; Bluehorse Placer)",1,5539,
"EC0805","Hen Creek Prospect","EC0805-04667","Hen Creek Prospect",1,5540,
"EC0806","Silver Bell Prospect","EC0806-09653","Silver Bell Prospect",1,5541,
"EC0807","Blue Moon Placer","EC0807-01196","Blue Moon Placer (Border Placer)",1,5542,
"EC0807","Border Placer","EC0807-01320","Blue Moon Placer (Border Placer)",1,5543,
"EC0808","Dillinger Meadows Placer","EC0808-02873","Dillinger Meadows Placer",1,5544,
