"SequenceNumber","Names","NameKey","CompositeName","Metric","AutoNumber","Initials"
"CH0303","Oro Grande Bar","CH0303-07988","Oro Grande Bar",1,1455,
"CH0304","Unnamed prospect","CH0304-11523","Unnamed prospect",1,1456,
"CH0305","Unnamed prospect","CH0305-11525","Unnamed prospect",1,1457,
"CH0306","Caldwell Placer Operation","CH0306-01645","Caldwell Placer Operation",1,1458,
"CH0307","Unnamed prospect","CH0307-11529","Unnamed prospect",1,1459,
"CH0308","Lucky Day Prospect","CH0308-06461","Lucky Day Prospect",1,1460,
"CH0309","Unnamed prospect","CH0309-11683","Unnamed prospect",1,1461,
"CH0310","Casto Bar","CH0310-01822","Casto Bar",1,1462,
"CH0311","Unnamed prospect","CH0311-11743","Unnamed prospect",1,1463,
"CH0312","Unnamed prospect","CH0312-11780","Unnamed prospect",1,1464,
"CH0313","Unnamed prospect","CH0313-11494","Unnamed prospect",1,1465,
"CH0314","Unnamed prospect","CH0314-11496","Unnamed prospect",1,1466,
"CH0315","Unnamed prospect","CH0315-11700","Unnamed prospect",1,1467,
"CH0316","Loon Creek Quartz Vein","CH0316-06321","Loon Creek Quartz Vein",1,1468,
"CH0317","Unnamed prospect","CH0317-11692","Unnamed prospect",1,1469,
"CH0318","Monte Cristo Mine","CH0318-07191","Monte Cristo Mine",1,1470,
"CH0319","Shell Creek Bar","CH0319-09564","Shell Creek Bar",1,1471,
"CH0320","Double Bar","CH0320-02948","Double Bar",1,1472,
"CH0321","West Transfer Bar","CH0321-12469","West Transfer Bar",1,1473,
"CH0322","East Transfer Bar","CH0322-03127","East Transfer Bar",1,1474,
"CH0323","Tin Cup Bar","CH0323-10868","Tin Cup Bar (Tincup Bar)",1,1475,
"CH0323","Tincup Bar","CH0323-10872","Tin Cup Bar (Tincup Bar)",1,1476,
"CH0324","West Tin Cup Bar","CH0324-12467","West Tin Cup Bar (West Tincup Bar)",1,1477,
"CH0324","West Tincup Bar","CH0324-12468","West Tin Cup Bar (West Tincup Bar)",1,1478,
"CH0325","Airport Disseminated Copper Prospect","CH0325-00093","Airport Disseminated Copper Prospect",1,1479,
"CH0326","Airport Bar","CH0326-00092","Airport Bar",1,1480,
"CH0327","Grouse Creek Placer","CH0327-04443","Grouse Creek Placer",1,1481,
"CH0328","Unnamed prospect","CH0328-11777","Unnamed prospect",1,1482,
"CH0329","Casto Bar","CH0329-01821","Loon Creek Placers (Casto Bar; Oro Grande Bar; Grouse Creek Placer; Loon Creek Hydraulic Placer Co.)",1,1483,
"CH0329","Grouse Creek Placer","CH0329-04441","Loon Creek Placers (Casto Bar; Oro Grande Bar; Grouse Creek Placer; Loon Creek Hydraulic Placer Co.)",1,1484,
"CH0329","Loon Creek Hydraulic Placer Co.","CH0329-06319","Loon Creek Placers (Casto Bar; Oro Grande Bar; Grouse Creek Placer; Loon Creek Hydraulic Placer Co.)",1,1485,
"CH0329","Loon Creek Placers","CH0329-06320","Loon Creek Placers (Casto Bar; Oro Grande Bar; Grouse Creek Placer; Loon Creek Hydraulic Placer Co.)",1,1486,
"CH0329","Oro Grande Bar","CH0329-07987","Loon Creek Placers (Casto Bar; Oro Grande Bar; Grouse Creek Placer; Loon Creek Hydraulic Placer Co.)",1,1487,
"CH0330","Unnamed prospect","CH0330-11644","Unnamed prospect",1,1488,
"CH0331","Loon Creek Summit Fluorspar Occurrence","CH0331-06322","Loon Creek Summit Fluorspar Occurrence",1,1489,
"CH0332","Unnamed prospect","CH0332-11656","Unnamed prospect",1,1490,
"CH0333","Unnamed prospect","CH0333-11650","Unnamed prospect",1,1491,
"CH0334","Unnamed prospect","CH0334-11717","Unnamed prospect",1,1492,
"CH0335","Unnamed prospect","CH0335-11733","Unnamed prospect",1,1493,
"CH0336","H U H Bros.","CH0336-04476","HUH Bros. (H U H Bros.)",1,1494,
"CH0336","HUH Bros.","CH0336-04980","HUH Bros. (H U H Bros.)",1,1495,
"CH0337","Unnamed prospect","CH0337-11765","Unnamed prospect",1,1496,
"CH0338","Unnamed prospect","CH0338-11750","Unnamed prospect",1,1497,
"CH0339","Unnamed prospect","CH0339-11722","Unnamed prospect",1,1498,
"CH0340","Unnamed prospect","CH0340-11729","Unnamed prospect",1,1499,
"CH0341","Unnamed prospect","CH0341-11721","Unnamed prospect",1,1500,
"CH0342","Tonto Mine","CH0342-01593","Tonto Mine (Tonto Page; Buster)",1,1501,
"CH0342","Tonto Page","CH0342-10907","Tonto Mine (Tonto Page; Buster)",1,1502,
"CH0342","Buster","CH0342-10908","Tonto Mine (Tonto Page; Buster)",1,1503,
"CH0343","Golden Gate Mine","CH0343-04176","Golden Gate Mine",1,1504,
"CH0344","Mountain Chief Mine","CH0344-07312","Mountain Chief Mine",1,1505,
"CH0345","Unnamed prospect","CH0345-11501","Unnamed prospect",1,1506,
"CH0346","Altura","CH0346-00218","McFadden Mine (Altura; Fraction Lode Claims)",1,1507,
"CH0346","Fraction Lode Claims","CH0346-03602","McFadden Mine (Altura; Fraction Lode Claims)",1,1508,
"CH0346","McFadden Mine","CH0346-06846","McFadden Mine (Altura; Fraction Lode Claims)",1,1509,
"CH0347","Charles Wain Mine","CH0347-01925","Charles Wain Mine",1,1510,
"CH0348","Snowdrift Mine","CH0348-10083","Snowdrift Mine",1,1511,
"CH0349","Arcade Prospect","CH0349-00333","Arcade Prospect",1,1512,
"CH0350","Montana Mine","CH0350-07180","Montana Mine (Old Montana)",1,1513,
"CH0350","Old Montana","CH0350-07872","Montana Mine (Old Montana)",1,1514,
"CH0351","Gold Star Prospect","CH0351-04101","Gold Star Prospect (Lucky Day)",1,1515,
"CH0351","Lucky Day","CH0351-06457","Gold Star Prospect (Lucky Day)",1,1516,
"CH0352","Thunderbolt","CH0352-03337","Why Not Mine (Hidden Treasure; Thunderbolt; Estes Mountain; Franklin Group)",1,1517,
"CH0352","Why Not Mine","CH0352-03611","Why Not Mine (Hidden Treasure; Thunderbolt; Estes Mountain; Franklin Group)",1,1518,
"CH0352","Estes Mountain","CH0352-04729","Why Not Mine (Hidden Treasure; Thunderbolt; Estes Mountain; Franklin Group)",1,1519,
"CH0352","Franklin Group","CH0352-10843","Why Not Mine (Hidden Treasure; Thunderbolt; Estes Mountain; Franklin Group)",1,1520,
"CH0352","Hidden Treasure","CH0352-12581","Why Not Mine (Hidden Treasure; Thunderbolt; Estes Mountain; Franklin Group)",1,1521,
"CH0353","Unnamed prospect","CH0353-11748","Unnamed prospect",1,1522,
"CH0354","Halloween Mine","CH0354-04508","Kwajalein Prospect (Halloween Mine)",1,1523,
"CH0354","Kwajalein Prospect","CH0354-05774","Kwajalein Prospect (Halloween Mine)",1,1524,
"CH0355","Unnamed prospect","CH0355-11702","Unnamed prospect",1,1525,
"CH0356","Payoff Group","CH0356-08234","Payoff Group",1,1526,
"CH0357","Montana Gulch Placer","CH0357-07178","Montana Gulch Placer",1,1527,
"CH0358","Jordan","CH0358-05526","Jordan",1,1528,
"CH0359","Nugget Group","CH0359-07781","Nugget Group",1,1529,
"CH0360","Anderson Prospect","CH0360-00278","Anderson Prospect",1,1530,
"CH0361","North Sunbeam Prospect","CH0361-07744","North Sunbeam Prospect",1,1531,
"CH0362","Whale Mine","CH0362-12496","Whale Mine",1,1532,
"CH0363","Sunbeam","CH0363-00932","Golden Sunbeam Mine (Daisy; Bismarck; Sunbeam; Montana-Sunbeam)",1,1533,
"CH0363","Daisy","CH0363-02628","Golden Sunbeam Mine (Daisy; Bismarck; Sunbeam; Montana-Sunbeam)",1,1534,
"CH0363","Golden Sunbeam Mine","CH0363-04228","Golden Sunbeam Mine (Daisy; Bismarck; Sunbeam; Montana-Sunbeam)",1,1535,
"CH0363","Montana-Sunbeam","CH0363-07187","Golden Sunbeam Mine (Daisy; Bismarck; Sunbeam; Montana-Sunbeam)",1,1536,
"CH0363","Bismarck","CH0363-10542","Golden Sunbeam Mine (Daisy; Bismarck; Sunbeam; Montana-Sunbeam)",1,1537,
"CH0364","Jesse James Prospect","CH0364-05447","Jesse James Prospect",1,1538,
"CH0365","South Sunbeam","CH0365-10230","South Sunbeam",1,1539,
"CH0366","Unnamed prospect","CH0366-11645","Unnamed prospect",1,1540,
"CH0367","Unnamed prospect","CH0367-11653","Unnamed prospect",1,1541,
"CH0368","Shamrock","CH0368-09535","Skylark Mine (Shamrock; Silver Wing)",1,1542,
"CH0368","Silver Wing","CH0368-09873","Skylark Mine (Shamrock; Silver Wing)",1,1543,
"CH0368","Skylark Mine","CH0368-09931","Skylark Mine (Shamrock; Silver Wing)",1,1544,
"CH0369","Utah Boy","CH0369-00072","Ramshorn Mine (Utah Boy; Post Boy; Aetna)",1,1545,
"CH0369","Aetna","CH0369-08651","Ramshorn Mine (Utah Boy; Post Boy; Aetna)",1,1546,
"CH0369","Post Boy","CH0369-08892","Ramshorn Mine (Utah Boy; Post Boy; Aetna)",1,1547,
"CH0369","Ramshorn Mine","CH0369-12118","Ramshorn Mine (Utah Boy; Post Boy; Aetna)",1,1548,
"CH0370","Virginia Dare Prospect","CH0370-12237","Virginia Dare Prospect",1,1549,
"CH0371","Juliet Lode","CH0371-05545","Juliet Lode",1,1550,
"CH0372","Arizona Prospect","CH0372-00350","Arizona Prospect",1,1551,
"CH0373","Keno Mine","CH0373-05656","Keno Mine (McGregor Group; Salmon River Group)",1,1552,
"CH0373","McGregor Group","CH0373-06856","Keno Mine (McGregor Group; Salmon River Group)",1,1553,
"CH0373","Salmon River Group","CH0373-09376","Keno Mine (McGregor Group; Salmon River Group)",1,1554,
"CH0374","Toolie Mine","CH0374-10911","Toolie Mine",1,1555,
"CH0375","Cave Mine","CH0375-01837","Cave Mine",1,1556,
"CH0376","Forest Rose Mine","CH0376-03554","Forest Rose Mine",1,1557,
"CH0377","Cave","CH0377-01835","McGregor Group (Keno; Dave; Pacific; Silver Brick; Hoosier; Cave; Salmon River Group)",1,1558,
"CH0377","Dave","CH0377-02663","McGregor Group (Keno; Dave; Pacific; Silver Brick; Hoosier; Cave; Salmon River Group)",1,1559,
"CH0377","Hoosier","CH0377-04892","McGregor Group (Keno; Dave; Pacific; Silver Brick; Hoosier; Cave; Salmon River Group)",1,1560,
"CH0377","Keno","CH0377-05654","McGregor Group (Keno; Dave; Pacific; Silver Brick; Hoosier; Cave; Salmon River Group)",1,1561,
"CH0377","McGregor Group","CH0377-06858","McGregor Group (Keno; Dave; Pacific; Silver Brick; Hoosier; Cave; Salmon River Group)",1,1562,
"CH0377","Pacific","CH0377-08076","McGregor Group (Keno; Dave; Pacific; Silver Brick; Hoosier; Cave; Salmon River Group)",1,1563,
"CH0377","Salmon River Group","CH0377-09375","McGregor Group (Keno; Dave; Pacific; Silver Brick; Hoosier; Cave; Salmon River Group)",1,1564,
"CH0377","Silver Brick","CH0377-09661","McGregor Group (Keno; Dave; Pacific; Silver Brick; Hoosier; Cave; Salmon River Group)",1,1565,
"CH0378","Democrat Prospect","CH0378-02770","Democrat Prospect",1,1566,
"CH0379","McGregor Group","CH0379-06859","Silver Brick Mine (McGregor Group)",1,1567,
"CH0379","Silver Brick Mine","CH0379-09662","Silver Brick Mine (McGregor Group)",1,1568,
"CH0380","McGregor Group","CH0380-06857","Pacific Mine (McGregor Group; Salmon River Group)",1,1569,
"CH0380","Pacific Mine","CH0380-08080","Pacific Mine (McGregor Group; Salmon River Group)",1,1570,
"CH0380","Salmon River Group","CH0380-09374","Pacific Mine (McGregor Group; Salmon River Group)",1,1571,
"CH0381","Unnamed prospect","CH0381-11727","Unnamed prospect",1,1572,
"CH0382","Unnamed prospect","CH0382-11723","Unnamed prospect",1,1573,
"CH0383","Hood Prospect","CH0383-04883","Hood Prospect",1,1574,
"CH0384","Beardsley Mine","CH0384-00643","Beardsley Mine",1,1575,
"CH0385","K-7","CH0385-05589","K-7",1,1576,
"CH0386","Excelsior Mine","CH0386-03379","Excelsior Mine",1,1577,
"CH0387","Kuna Prospect","CH0387-05771","Kuna Prospect",1,1578,
"CH0388","Unnamed prospect","CH0388-11730","Unnamed prospect",1,1579,
"CH0389","Unnamed prospect","CH0389-11752","Unnamed prospect",1,1580,
"CH0390","River View Mine","CH0390-09140","River View Mine (Riverview)",1,1581,
"CH0390","Riverview","CH0390-09144","River View Mine (Riverview)",1,1582,
"CH0391","Hoosier Mine","CH0391-04895","Hoosier Mine (McGregor Group)",1,1583,
"CH0391","McGregor Group","CH0391-06860","Hoosier Mine (McGregor Group)",1,1584,
"CH0392","Cemetary","CH0392-00570","Barton Mine (Guy C. Barton; Jarvis; Cemetary)",1,1585,
"CH0392","Guy C. Barton","CH0392-01861","Barton Mine (Guy C. Barton; Jarvis; Cemetary)",1,1586,
"CH0392","Jarvis","CH0392-04468","Barton Mine (Guy C. Barton; Jarvis; Cemetary)",1,1587,
"CH0392","Barton Mine","CH0392-05407","Barton Mine (Guy C. Barton; Jarvis; Cemetary)",1,1588,
"CH0393","Unnamed prospect","CH0393-11754","Unnamed prospect",1,1589,
"CH0394","Henie","CH0394-04668","Henie Hinie Prospect (Henie; Nameless Mine)",1,1590,
"CH0394","Henie Hinie Prospect","CH0394-04669","Henie Hinie Prospect (Henie; Nameless Mine)",1,1591,
"CH0394","Nameless Mine","CH0394-07439","Henie Hinie Prospect (Henie; Nameless Mine)",1,1592,
"CH0395","Unnamed prospect","CH0395-11709","Unnamed prospect",1,1593,
"CH0396","Turtle Mine","CH0396-07603","Turtle Mine (No Name Mine; Turtley)",1,1594,
"CH0396","Turtley","CH0396-11044","Turtle Mine (No Name Mine; Turtley)",1,1595,
"CH0396","No Name Mine","CH0396-11045","Turtle Mine (No Name Mine; Turtley)",1,1596,
"CH0397","Buckshot","CH0397-01494","Buckshot",1,1597,
"CH0398","Letha Mine","CH0398-05987","Letha Mine",1,1598,
"CH0399","Moonbeam","CH0399-07222","Olga Marie (Moonbeam)",1,1599,
"CH0399","Olga Marie","CH0399-07900","Olga Marie (Moonbeam)",1,1600,
"CH0400","Julietta Mine","CH0400-05546","Julietta Mine (Juliette)",1,1601,
"CH0400","Juliette","CH0400-05547","Julietta Mine (Juliette)",1,1602,
"CH0401","Kirtly","CH0401-05733","Kirtly",1,1603,
"CH0402","Charles Dickens Mine","CH0402-01923","Charles Dickens Mine",1,1604,
"CH0403","Jordan Creek Placer","CH0403-05528","Jordan Creek Placer",1,1605,
"CH0404","George Washington","CH0404-03800","Morrison Mine (George Washington)",1,1607,
"CH0404","Morrison Mine","CH0404-07281","Morrison Mine (George Washington)",1,1608,
"CH0405","Last Chance","CH0405-05853","Passover Mine (Last Chance)",1,1609,
"CH0405","Passover Mine","CH0405-08176","Passover Mine (Last Chance)",1,1610,
"CH0406","Gold Lode 1-5","CH0406-04038","Gold Lode 1-5",1,1611,
"CH0407","Fairplay Mine","CH0407-03393","Fairplay Mine",1,1612,
"CH0408","Red Rock Prospect","CH0408-09014","Red Rock Prospect",1,1613,
"CH0409","Gold Lode 6-10","CH0409-04039","Jesse Cloud (Gold Lode 6-10)",1,1614,
"CH0409","Jesse Cloud","CH0409-05446","Jesse Cloud (Gold Lode 6-10)",1,1615,
"CH0410","Holiday","CH0410-04824","Holiday",1,1616,
"CH0411","Runover Claim","CH0411-09311","Runover Claim",1,1617,
"CH0412","Unnamed prospect","CH0412-11740","Unnamed prospect",1,1618,
"CH0413","High Hopes","CH0413-04759","High Hopes",1,1619,
"CH0414","Crazy Logger","CH0414-00052","Crazy Logger (Adair Creek Placer; Shoestring; Crazy Lumberjack)",1,1620,
"CH0414","Crazy Lumberjack","CH0414-02511","Crazy Logger (Adair Creek Placer; Shoestring; Crazy Lumberjack)",1,1621,
"CH0414","Adair Creek Placer","CH0414-02512","Crazy Logger (Adair Creek Placer; Shoestring; Crazy Lumberjack)",1,1622,
"CH0414","Shoestring","CH0414-09592","Crazy Logger (Adair Creek Placer; Shoestring; Crazy Lumberjack)",1,1623,
"CH0415","Honey Girl","CH0415-04880","Honey Girl",1,1624,
"CH0416","Bonanza Mine","CH0416-01285","Bonanza Mine",1,1625,
"CH0417","Unnamed prospect","CH0417-11690","Unnamed prospect",1,1626,
"CH0418","Trapper","CH0418-10959","Trapper",1,1627,
"CH0419","Copper Lode","CH0419-02385","Pilot-Beecher (Pilot; Copper Lode; Mountain King)",1,1628,
"CH0419","Mountain King","CH0419-07326","Pilot-Beecher (Pilot; Copper Lode; Mountain King)",1,1629,
"CH0419","Pilot","CH0419-08386","Pilot-Beecher (Pilot; Copper Lode; Mountain King)",1,1630,
"CH0419","Pilot-Beecher","CH0419-08391","Pilot-Beecher (Pilot; Copper Lode; Mountain King)",1,1631,
"CH0420","Dubuque","CH0420-03005","Dubuque",1,1633,
"CH0421","Long View Mine","CH0421-06301","Long View Mine (Longview)",1,1634,
"CH0421","Longview","CH0421-06307","Long View Mine (Longview)",1,1635,
"CH0422","Custer","CH0422-02600","General Custer Mine (Custer)",1,1636,
"CH0422","General Custer Mine","CH0422-03780","General Custer Mine (Custer)",1,1637,
"CH0422","Greyhound Group","CH0422-04409","General Custer Mine (Custer)",1,1638,
"CH0423","Custer Slide","CH0423-02604","Idaho Prospect (Enterprise; Custer Slide; Independence)",1,1639,
"CH0423","Enterprise","CH0423-03302","Idaho Prospect (Enterprise; Custer Slide; Independence)",1,1640,
"CH0423","Idaho Prospect","CH0423-05127","Idaho Prospect (Enterprise; Custer Slide; Independence)",1,1641,
"CH0423","Independence","CH0423-05207","Idaho Prospect (Enterprise; Custer Slide; Independence)",1,1642,
"CH0424","Vishneo Lode","CH0424-12252","Vishneo Lode (Vishneu)",1,1643,
"CH0424","Vishneu","CH0424-12253","Vishneo Lode (Vishneu)",1,1644,
"CH0425","Mullan Lode Prospects","CH0425-07377","Mullan Lode Prospects",1,1645,
"CH0426","McClure Prospect","CH0426-06825","McClure Prospect",1,1646,
"CH0427","Atlantic","CH0427-00395","Atlantic",1,1647,
"CH0428","Continental Mine","CH0428-02325","Continental Mine",1,1648,
"CH0429","Anna","CH0429-00287","Anna",1,1649,
"CH0430","Lucky Boy Mine","CH0430-06444","Lucky Boy Mine",1,1650,
"CH0431","Badger Mine","CH0431-00488","Badger Mine",1,1651,
"CH0432","Yellow Bird Prospect","CH0432-12786","Yellow Bird Prospect",1,1652,
"CH0433","Black Mine","CH0433-00235","Black Mine (Oxarna Mine; American Dollar Mine)",1,1653,
"CH0433","American Dollar Mine","CH0433-01006","Black Mine (Oxarna Mine; American Dollar Mine)",1,1654,
"CH0433","Oxarna Mine","CH0433-08058","Black Mine (Oxarna Mine; American Dollar Mine)",1,1655,
"CH0434","Fourth of July Mine","CH0434-03590","Fourth of July Mine (Peak)",1,1656,
"CH0434","Peak","CH0434-08249","Fourth of July Mine (Peak)",1,1657,
"CH0435","Wire Silver Prospects","CH0435-12680","Wire Silver Prospects",1,1659,
"CH0436","Monte Carlo","CH0436-07188","Silver Queen Group (Silver Star; Monte Carlo)",1,1660,
"CH0436","Silver Queen Group","CH0436-09797","Silver Queen Group (Silver Star; Monte Carlo)",1,1661,
"CH0436","Silver Star","CH0436-09830","Silver Queen Group (Silver Star; Monte Carlo)",1,1662,
"CH0437","King Solomon 1-4","CH0437-05713","King Solomon 1-4",1,1663,
"CH0438","Gray Eagle Mine","CH0438-00468","Gray Eagle Mine (Bachelor Mountain Mine)",1,1664,
"CH0438","Bachelor Mountain Mine","CH0438-04341","Gray Eagle Mine (Bachelor Mountain Mine)",1,1665,
"CH0439","Dorothy Prospect","CH0439-02945","Dorothy Prospect",1,1666,
"CH0440","Hartford","CH0440-04589","Hartford",1,1667,
"CH0441","Combination","CH0441-02230","Combination",1,1668,
"CH0442","Unnamed prospect","CH0442-11736","Unnamed prospect",1,1669,
"CH0443","Unnamed prospect","CH0443-11735","Unnamed prospect",1,1670,
"CH0444","Helen's Mine Placer","CH0444-04649","Helen's Mine Placer",1,1671,
"CH0445","Hygrade & Windfall","CH0445-05018","Hygrade & Windfall",1,1672,
"CH0446","S & J","CH0446-09336","S & J (Sandy J Group)",1,1673,
"CH0446","Sandy J Group","CH0446-09425","S & J (Sandy J Group)",1,1674,
"CH0447","Summit","CH0447-10523","Summit",1,1675,
"CH0448","Columbia","CH0448-02212","Columbia",1,1676,
"CH0449","Washington Mine","CH0449-12355","Washington Mine",1,1677,
"CH0450","Wonder","CH0450-12707","Wonder",1,1678,
"CH0451","Blind Ledge North Prospect","CH0451-01108","Blind Ledge North Prospect",1,1679,
"CH0452","Blind Ledge Prospect","CH0452-01109","Blind Ledge Prospect",1,1680,
"CH0453","Lynch Prospect","CH0453-06557","Lynch Prospect",1,1681,
"CH0454","Rodman Prospect","CH0454-09221","Rodman Prospect",1,1683,
"CH0455","Mamouth No. 2 Prospect","CH0455-06659","Mamouth No. 2 Prospect",1,1684,
"CH0456","Mamouth No. 1 Prospect","CH0456-06658","Mamouth No. 1 Prospect",1,1685,
"CH0457","Mountain Vein Prospect","CH0457-07341","Mountain Vein Prospect (Pocket)",1,1686,
"CH0457","Pocket","CH0457-08578","Mountain Vein Prospect (Pocket)",1,1687,
"CH0458","Buckley Bar Placer","CH0458-01492","Buckley Bar Placer",1,1688,
"CH0459","Willis Diggings","CH0459-12639","Willis Diggings",1,1689,
"CH0460","Ham Fat Placer","CH0460-04511","Ham Fat Placer",1,1690,
"CH0461","East Storlie Prospect","CH0461-03125","East Storlie Prospect",1,1691,
"CH0462","Stanley 5 Bars Placer","CH0462-10342","Stanley 5 Bars Placer (Stanley Five Bars Placer)",1,1692,
"CH0462","Stanley Five Bars Placer","CH0462-10347","Stanley 5 Bars Placer (Stanley Five Bars Placer)",1,1693,
"CH0463","Stanley Creek Placer","CH0463-10345","Stanley Creek Placer (Wormak's Dredge; Wormack Dredge; Willis Dredge; Stanley Dredge)",1,1694,
"CH0463","Stanley Dredge","CH0463-10346","Stanley Creek Placer (Wormak's Dredge; Wormack Dredge; Willis Dredge; Stanley Dredge)",1,1695,
"CH0463","Willis Dredge","CH0463-12640","Stanley Creek Placer (Wormak's Dredge; Wormack Dredge; Willis Dredge; Stanley Dredge)",1,1696,
"CH0463","Wormack Dredge","CH0463-12755","Stanley Creek Placer (Wormak's Dredge; Wormack Dredge; Willis Dredge; Stanley Dredge)",1,1697,
"CH0463","Wormak's Dredge","CH0463-12756","Stanley Creek Placer (Wormak's Dredge; Wormack Dredge; Willis Dredge; Stanley Dredge)",1,1698,
"CH0464","Chinese Workings","CH0464-01981","Chinese Workings",1,1699,
