"SequenceNumber","Location_type","lon_WGS84","lat_WGS84"
"BA0164",3,-116.714162617,44.23871767449999
"BA0165",0,-116.701432315,44.2420277403
"BA0166",0,-116.719132718,44.2362276585
"BA0167",0,-116.713632524,44.2331277239
"BA0168",0,-116.700231683,44.19952809639999
"BA0169",3,-116.864165631,44.1612172168
"BA0170",3,-116.848165102,44.1547373877
"BA0171",0,-116.755832612,44.15732804
"BA0172",3,-116.85889515,44.1373274545
"BA0173",3,-116.821664054,44.131767773
"BA0174",0,-116.782533198,44.1470279311
"BA0175",0,-116.654729684,44.1459288703
"BA0176",0,-116.676129835,44.11482897459999
"BA0177",0,-116.620828399,44.120429329
"BA0178",0,-116.931936546,44.09482727749999
"BA0179",0,-116.946136792,44.0848272581
"BA0180",0,-116.935536409,44.0781273926
"BA0181",0,-116.908935793,44.0859275211
"BA0182",0,-116.800032811,44.08542832059999
"BA0183",0,-116.881934489,44.0456280614
"BA0184",3,-116.769721166,44.02704903839999
"BA0185",0,-116.575026257,44.05673019739999
"BA0186",0,-116.551125672,44.0617303278
"BA0187",0,-116.480023541,44.0484309537
"BA0188",0,-116.085216257,44.3062316716
"BA0189",0,-116.063915569,44.29903188079999
"BA0190",0,-116.226619736,44.2759309003
"BA0191",0,-116.220818733,44.215131432
"BA0192",0,-116.249119207,44.1931314084
"BA0193",0,-116.300820107,44.155431347
"BA0194",0,-116.302219456,44.10563175039999
"BA0195",3,-116.080254309,44.17511276299999
"BA0196",0,-116.087714412,44.1676327711
"BA0197",0,-116.131914495,44.0851331397
"BA0198",3,-116.310818754,44.0376122616
"BA0199",3,-116.814172714,44.751763027
"BA0200",3,-116.821672825,44.74510301919999
"BA0201",3,-116.846123702,44.7589927397
"BO0001",0,-116.35501821,43.90983304669999
"BO0002",3,-116.300246716,43.9102134352
"BO0003",0,-116.295516571,43.9090334793
"BO0004",0,-116.297516545,43.9031335167
"BO0005",0,-116.255015496,43.91153374669999
"BO0006",0,-116.215814437,43.91263401659999
"BO0007",3,-116.224274588,43.90666400849999
"BO0008",0,-116.214714297,43.90453409529999
"BO0009",0,-116.226614582,43.9015340367
"BO0010",3,-116.21581424,43.8981641432
"BO0011",0,-116.210813956,43.88733427379999
"BO0012",3,-116.233844767,43.9006239931
"BO0013",0,-116.231414671,43.8984340296
"BO0014",0,-116.228014533,43.8951340828
"BO0015",3,-116.238934901,43.9001839607
"BO0016",0,-116.234714727,43.895934028
"BO0017",3,-116.236924807,43.89733399999999
"BO0018",3,-116.244145027,43.8990039339
"BO0019",3,-116.243594986,43.8970539549
"BO0020",0,-116.252215127,43.89013395409999
"BO0021",0,-116.250014999,43.8851340137
"BO0022",0,-116.262515413,43.890433878
"BO0023",0,-116.258915283,43.8881339239
"BO0024",0,-116.256115055,43.8770340415
"BO0025",0,-116.27551561,43.87873388809999
"BO0026",0,-116.273615493,43.87403394299999
"BO0027",3,-116.29352603,43.87341380639999
"BO0028",0,-116.285815793,43.87153387799999
"BO0029",3,-116.28129562,43.86794394189999
"BO0030",0,-116.2814156,43.8662339562
"BO0031",0,-116.282515588,43.86313397569999
"BO0032",0,-116.282215554,43.86123399469999
"BO0033",3,-116.289385815,43.86598390149999
"BO0034",3,-116.295195996,43.86758384589999
"BO0035",3,-116.293035899,43.8648338856
"BO0036",3,-116.294585923,43.86345388669999
"BO0037",0,-116.292215843,43.8623339136
"BO0038",3,-116.273745435,43.8694939821
"BO0039",0,-116.296415908,43.85873391539999
"BO0040",0,-116.300816104,43.86423383539999
"BO0041",0,-116.305216224,43.8642338039
"BO0042",0,-116.3016161,43.8623338464
"BO0043",0,-116.300216042,43.8609338688
"BO0044",0,-116.309716355,43.8648337665
"BO0045",3,-116.312426469,43.8677337215
"BO0046",0,-116.306116181,43.8592338417
"BO0047",0,-116.306616172,43.8576338523
"BO0048",3,-116.31468633,43.8529838358
"BO0049",3,-116.314456441,43.8615937613
"BO0050",3,-116.31790651,43.8597337531
"BO0051",0,-116.312516306,43.85563382789999
"BO0052",0,-116.310516233,43.8542338546
"BO0053",3,-116.30639608,43.85128391009999
"BO0054",0,-116.308316128,43.8509338995
"BO0055",3,-116.302625987,43.85207393
"BO0056",3,-116.312316242,43.8513038677
"BO0057",3,-116.314756332,43.85298383529999
"BO0058",3,-116.31547636,43.8536038247
"BO0059",3,-116.318066449,43.8549737941
"BO0060",0,-116.323316587,43.8545337605
"BO0061",0,-116.321116546,43.8559337638
"BO0062",0,-116.324116677,43.8595337105
"BO0063",0,-116.324716755,43.8640336664
"BO0064",0,-116.325216798,43.86623364339999
"BO0065",0,-116.326916727,43.8576337073
"BO0066",0,-116.33161689,43.86013365159999
"BO0067",0,-116.335516997,43.86013362369999
"BO0068",0,-116.336616984,43.8570336433
"BO0069",0,-116.333616846,43.852933701
"BO0070",0,-116.340017032,43.8537336482
"BO0071",0,-116.34611724,43.856733578
"BO0072",0,-116.340217,43.8509336716
"BO0073",3,-116.344127053,43.84700367849999
"BO0074",3,-116.335776829,43.84735373509999
"BO0075",3,-116.341516934,43.84351372819999
"BO0076",0,-116.329416613,43.84423380819999
"BO0077",0,-116.220813625,43.8429345944
"BO0078",0,-116.862520024,43.02593796119999
"BO0079",0,-116.856919918,43.0292379664
"BO0080",3,-116.861929957,43.0220580065
"BO0081",0,-116.84891957,43.0192381296
"BO0082",0,-116.846619535,43.02123812489999
"BO0083",0,-116.842719453,43.02293813479999
"BO0084",0,-116.840219415,43.0251381294
"BO0085",0,-116.836919327,43.02513815299999
"BO0086",3,-116.852399586,43.013368167
"BO0087",0,-116.848919471,43.0117382092
"BO0088",0,-116.845219379,43.0123382293
"BO0089",0,-116.84441942,43.01703818519999
"BO0090",3,-116.845269496,43.021008137
"BO0091",0,-116.841619349,43.017338202
"BO0092",0,-116.838919302,43.0192382012
"BO0093",3,-116.836709205,43.0163782474
"BO0094",0,-116.832519149,43.0206382322
"BO0095",3,-116.829569063,43.02014825849999
"BO0096",3,-116.83029903,43.01615829559999
"BO0097",3,-116.835199169,43.01677825389999
"BO0098",0,-116.839419238,43.01343825919999
"BO0099",0,-116.836619148,43.0123382909
"BO0100",3,-116.833429048,43.0112283255
"BO0101",0,-116.836619123,43.01043831099999
"BO0102",0,-116.833019041,43.0115383251
"BO0103",0,-116.831618985,43.01013835
"BO0104",0,-116.829118937,43.011538353
"BO0105",0,-116.835219067,43.00903833589999
"BO0106",3,-116.834469057,43.0097783334
"BO0107",0,-116.839119134,43.0062383378
"BO0108",3,-116.830539,43.0134483226
"BO0109",3,-116.830948964,43.0098883575
"BO0110",0,-116.821918787,43.0148383695
"BO0111",0,-116.810218454,43.0134384681
"BO0112",0,-116.796118095,43.01483855399999
"BO0113",3,-116.795898313,43.03170837699999
"BO0114",0,-116.778017974,43.0423383925
"BO0115",0,-116.779117966,43.0395384142
"BO0116",3,-116.765447581,43.0382085259
"BO0117",0,-116.768617644,43.0365385209
"BO0118",0,-116.762517476,43.0362385677
"BO0119",0,-116.767217584,43.0348385489
"BO0120",0,-116.766117536,43.0334385715
"BO0121",0,-116.772517641,43.0284385786
"BO0122",0,-116.767517522,43.02953860269999
"BO0123",0,-116.763917443,43.03093861359999
"BO0124",0,-116.76081736,43.0309386358
"BO0125",3,-116.778727682,43.0189586346
"BO0126",3,-116.778747572,43.01063872269999
"BO0127",0,-116.758617268,43.0284386779
"BO0128",0,-116.7525171,43.0281387246
"BO0129",0,-116.755817149,43.0251387328
"BO0130",0,-116.753617094,43.0254387454
"BO0131",0,-116.764717369,43.0237386841
"BO0132",0,-116.760817265,43.02373871189999
"BO0133",3,-116.757507153,43.0220287537
"BO0134",0,-116.763617317,43.0220387099
"BO0135",0,-116.760817246,43.0223387267
"BO0136",0,-116.766117345,43.01903872379999
"BO0137",0,-116.762217236,43.0187387549
"BO0138",0,-116.759717142,43.0167387939
"BO0139",3,-116.758677132,43.018088787
"BO0140",0,-116.753017026,43.0215387909
"BO0141",3,-116.756637065,43.01713881169999
"BO0142",0,-116.74251685,43.0295387812
"BO0143",3,-116.749256941,43.02277880459999
"BO0144",0,-116.741616722,43.0217388702
"BO0145",0,-116.741416692,43.0198388917
"BO0146",3,-116.823998933,43.0216182828
"BO0147",0,-116.728016394,43.0245389376
"BO0148",3,-116.734426504,43.0198389416
"BO0149",3,-116.731386427,43.0201789597
"BO0150",0,-116.732716444,43.0187389654
"BO0151",0,-116.730016375,43.0190389815
"BO0152",0,-116.731616392,43.0170389913
"BO0153",3,-116.746286667,43.00808898149999
"BO0154",0,-116.748916831,43.015138888
"BO0155",0,-116.745516744,43.015438909
"BO0156",0,-116.741416636,43.0156389362
"BO0157",3,-116.740366568,43.0126489754
"BO0158",3,-116.733736411,43.01419900619999
"BO0159",0,-116.730516308,43.0129390426
"BO0160",0,-116.76641722,43.0090388277
"BO0161",0,-116.761917033,43.004038913
"BO0162",3,-116.75739698,43.0091688908
"BO0163",0,-116.753316887,43.0104389064
"BO0164",0,-116.752516802,43.0056389631
"BO0165",0,-116.751116776,43.0065389635
"BO0166",3,-116.740786563,43.01138898569999
"BO0167",0,-116.746916715,43.0104389521
"BO0168",0,-116.736616397,43.0073390584
"BO0169",0,-116.721616119,43.0167390658
"BO0170",3,-116.724026122,43.0121090976
"BO0171",0,-116.712215885,43.01813911799999
"BO0172",0,-116.715815927,43.0140391357
"BO0173",3,-116.716665938,43.0130891397
"BO0174",3,-116.712475821,43.0127991727
"BO0175",3,-116.725706112,43.0079491298
"BO0176",3,-116.724026065,43.0077791436
"BO0177",3,-116.718235801,42.9995892718
"BO0178",0,-116.717715871,43.0059392081
"BO0179",3,-116.712135732,43.00676923899999
"BO0180",3,-116.714205777,43.005949233
"BO0181",3,-116.711695754,43.0092892154
"BO0182",0,-116.712315688,43.0030392774
"BO0183",3,-116.71125563,43.00082930839999
"BO0184",0,-116.710315651,43.0043392778
"BO0185",0,-116.709315608,43.0031392977
"BO0186",3,-116.708305649,43.00828925019999
"BO0187",3,-116.707815667,43.01062922889999
"BO0188",3,-116.707775696,43.0128592055
"BO0189",0,-116.685515421,43.03733910539999
"BO0190",3,-116.699615596,43.0218591684
"BO0191",0,-116.700815572,43.01763920449999
"BO0192",3,-116.699165479,43.0139392554
"BO0193",0,-116.700215494,43.0129392586
"BO0194",3,-116.712025711,43.00537925459999
"BO0195",3,-116.710075658,43.0053192691
"BO0196",3,-116.704065495,43.00524931269999
"BO0197",3,-116.705865537,43.0047593051
"BO0198",3,-116.704555482,43.0032593303
"BO0199",3,-116.702565443,43.0043493329
"BO0200",3,-116.700675377,43.00320935849999
"BO0201",3,-116.700615396,43.0047293428
"BO0202",0,-116.698015305,43.0031393782
"BO0203",3,-116.698485374,43.0073893297
"BO0204",0,-116.698315376,43.0079393251
"BO0205",3,-116.698415408,43.0101393011
"BO0206",0,-116.696115365,43.0115393026
"BO0207",3,-116.70118544,43.0069493152
"BO0208",0,-116.693615298,43.0115393204
"BO0209",0,-116.694115274,43.00873934649999
"BO0210",3,-116.697635347,43.0071093388
"BO0211",3,-116.698655355,43.0056293472
"BO0212",0,-116.697915309,43.0036393736
"BO0213",0,-116.69861531,43.0023393824
"BO0214",3,-116.695955241,43.00251939939999
"BO0215",0,-116.688615085,43.0056394186
"BO0216",3,-116.680075029,43.0187693403
"BO0217",0,-116.980534655,43.86562891369999
"BO0218",0,-117.010234947,43.82872902739999
"BO0219",3,-116.675006606,43.8849109631
"BO0220",3,-116.675846593,43.8823409798
"BO0221",0,-116.502223422,43.9959312423
"BO0222",0,-116.486922635,43.9692315828
"BO0223",0,-116.487522506,43.9587316694
"BO0224",0,-116.505022762,43.94263168329999
"BO0225",0,-116.502722385,43.91983189889999
"BO0226",0,-116.570823518,43.8670318736
"BO0227",0,-116.470521204,43.8979323226
"BO0228",3,-116.479650585,43.83461281779999
"BO0229",0,-116.456919895,43.8295330262
"BO0230",0,-116.45251979,43.830633048
"BO0231",0,-116.323618536,43.996232523
"BO0232",3,-116.345258449,43.9467727947
"BO0233",0,-116.379718909,43.9115328549
"BO0234",0,-116.369717836,43.8531334411
"BO0235",3,-116.373877901,43.8495534431
"BO0236",0,-116.388918228,43.8434333898
"BO0237",3,-116.404718443,43.8276234174
"BO0238",3,-116.408568484,43.822903432
"BO0239",3,-116.413838453,43.8101135087
"BO0240",3,-116.394417888,43.8075636706
"BO0241",0,-116.125512991,43.9881340068
"BO0242",0,-116.11391267,43.987934091
"BO0243",0,-116.086111709,43.973434413
"BO0244",0,-116.170514036,43.9742338057
"BO0245",0,-116.178314069,43.9609338647
"BO0246",0,-116.152213178,43.94813416109999
"BO0247",0,-116.223315057,43.9429336996
"BO0248",0,-116.190214058,43.9362339936
"BO0249",0,-116.167513436,43.9362341553
"BO0250",0,-116.167513337,43.92903421779999
"BO0251",0,-116.180813547,43.9176342224
"BO0252",3,-116.201923765,43.8912243029
"BO0253",3,-116.151642045,43.8659448829
"BO0254",0,-116.107710898,43.87013515789999
"BO0255",3,-116.148751692,43.8458150813
"BO0257",0,-116.296115083,43.798734452
"BO0258",0,-116.280014707,43.80343452469999
"BO0259",0,-116.00270965,43.990434859
"BO0260",3,-116.017199878,43.97789486369999
"BO0261",3,-116.015949774,43.97277491649999
"BO0262",0,-116.003609055,43.9448352445
"BO0263",3,-116.011879256,43.9429052026
"BO0264",3,-116.026069589,43.93874513799999
"BO0265",0,-116.024409381,43.9267352539
"BO0266",0,-116.015809157,43.927635307
"BO0267",0,-116.002808817,43.92888538819999
"BO0268",3,-116.009138959,43.92650536399999
"BO0269",0,-116.982732954,43.7390300434
"BO0270",0,-116.885830321,43.73873075119999
"BO0271",0,-116.962231242,43.6554309668
"BO0272",3,-116.676344655,43.74065225019999
"BO0273",0,-116.693324272,43.67903269449999
"BO0274",0,-116.427217947,43.7462339895
"BO0275",0,-116.287713923,43.7301351318
"BO0276",0,-116.264113689,43.7604350249
"BO0277",0,-116.239412928,43.7540352586
"BO0278",0,-116.227511995,43.70903575249999
"BO0279",0,-116.19611101,43.6995360623
"BO0280",0,-116.043007813,43.7729364807
"BO0281",3,-116.105398853,43.7233764875
"BO0282",3,-116.106298873,43.7230564841
"BO0283",0,-116.053907319,43.7140369366
"BO0284",0,-116.129409035,43.6881366394
"BO0285",0,-116.036106293,43.6737374308
"BO0286",0,-116.051606712,43.67343732419999
"BO0287",0,-116.131198742,43.6626768608
"BO0289",0,-116.134358805,43.6609668543
"BO0290",3,-116.13859882,43.6534768934
"BO0291",3,-116.166919522,43.64816674199999
"BO0292",0,-116.160509082,43.6284369704
"BO0293",0,-116.142508635,43.6317370671
"BO0294",0,-116.134408422,43.6323371188
"BO0295",0,-116.143308609,43.6281370949
"BO0296",0,-116.137508432,43.6267371489
"BO0297",3,-116.0916876,43.6580071832
"BO0298",3,-116.085807386,43.6540072617
"BO0299",0,-116.042706179,43.6517375868
"BO0300",0,-116.0477063,43.65063756169999
"BO0301",0,-116.054406431,43.6467375505
"BO0302",0,-116.060806606,43.6467375053
"BO0303",0,-116.066906766,43.6462374669
"BO0304",0,-116.074406963,43.6456374195
"BO0305",0,-116.086387285,43.6452473385
"BO0306",3,-116.062146592,43.6429675307
"BO0307",0,-116.063006582,43.6404375481
"BO0308",0,-116.056406408,43.64093758999999
"BO0309",0,-116.031905702,43.6381377887
"BO0310",0,-116.102197651,43.6403972718
"BO0311",0,-116.100737631,43.6418572686
"BO0312",0,-116.104697693,43.6384472722
"BO0313",0,-116.108067754,43.6360972701
"BO0314",0,-116.111087864,43.63816722959999
"BO0315",3,-116.133028206,43.6190072525
"BO0316",3,-116.103997414,43.6190074576
"BO0317",0,-116.146908466,43.610137237
"BO0318",3,-116.126087979,43.6162273274
"BO0319",3,-116.117747782,43.6184473657
"BO0320",0,-116.103117354,43.6163074889
"BO0321",0,-116.10500736,43.612937507
"BO0322",0,-116.136907999,43.5956374431
"BO0323",0,-116.096906972,43.6004376808
"BO0324",0,-116.046105916,43.6251378091
"BO0325",0,-116.045805856,43.6212378475
"BO0326",0,-116.050056194,43.6378676632
"BO0327",3,-116.042745597,43.6081679907
"BO0328",0,-116.046405653,43.6048379959
"BO0329",3,-116.047115576,43.5976080584
"BO0330",0,-116.044705517,43.5981380704
"BO0331",0,-116.048005567,43.5951380752
"BO0332",0,-116.05220567,43.59423805399999
"BO0333",0,-116.046105478,43.5923381147
"BO0334",3,-116.060245842,43.5906880305
"BO0335",3,-116.047715449,43.58684815479999
"BO0336",0,-116.08720641,43.578137958
"BO0337",0,-116.110206885,43.56673790289999
"BO0338",0,-116.065805638,43.5640382414
"BO0339",3,-116.054325508,43.5777681933
"BO0340",0,-116.057505466,43.5681382613
"BO0341",0,-116.052705329,43.5676382998
"BO0342",3,-116.049735289,43.5707482915
"BO0343",0,-116.007204227,43.57813852149999
"BO0344",0,-116.00940404,43.5595386808
"BO0345",0,-116.01520411,43.55293870209999
"BO0346",0,-116.049404883,43.54093857479999
"BO0347",0,-116.04720475,43.53543864229999
"BO0348",0,-116.046904642,43.5279387154
"BO0349",0,-116.00890369,43.534238923
"BO0350",0,-116.048604205,43.4915390499
"BO0351",0,-116.915229316,43.60793175409999
"BO0352",3,-116.983290122,43.532571977
"BO0353",0,-116.958328893,43.4920325485
"BO0354",0,-116.912727718,43.49623283819999
"BO0355",0,-116.811125709,43.5504330528
"BO0356",0,-116.807725586,43.5481330993
"BO0357",3,-116.792865141,43.5450732358
"BO0358",0,-116.765024653,43.56453325139999
"BO0359",0,-116.764124579,43.5609332921
"BO0360",0,-116.750824151,43.55593343549999
"BO0361",0,-116.759124331,43.5526334071
"BO0362",0,-116.649720509,43.48953479839999
"BO0363",3,-116.734152888,43.4963341262
"BO0364",0,-116.766423708,43.49233393239999
"BO0365",3,-116.823284911,43.4676937608
"BO0366",0,-116.830025016,43.4620337671
"BO0367",3,-116.829394778,43.4458039296
"BO0368",3,-116.801183985,43.4435041554
"BO0369",0,-116.890825787,43.3979339553
"BO0370",0,-116.775522932,43.41703459879999
"BO0371",0,-116.760021932,43.3740351334
"BO0372",0,-116.693920763,43.41983515779999
"BO0373",0,-116.715221107,43.40263517349999
"BO0374",3,-116.714961413,43.42576494879999
"BO0375",3,-116.610818814,43.4420555369
"BO0376",0,-116.569717555,43.4312359363
"BO0377",0,-116.430514252,43.4662365901
"BO0378",0,-116.590517465,43.38263626339999
"BO0379",0,-116.638018607,43.3720360281
"BO0380",0,-116.589117173,43.36373645979999
"BO0381",0,-116.616917776,43.35263637089999
"BO0382",0,-116.599717177,43.34263659299999
"BO0383",0,-116.601917165,43.33733662989999
"BO0384",0,-116.598017034,43.3354366766
"BO0385",0,-116.551115881,43.34403692599999
"BO0386",0,-116.547515616,43.33153707579999
"BO0387",0,-116.54861556,43.32513713159999
"BO0388",0,-116.676119093,43.3315361568
"BO0389",3,-116.650238252,43.3209764472
"BO0390",0,-116.676918867,43.3131363346
"BO0391",0,-116.672718724,43.3109363866
"BO0392",0,-116.668018474,43.3017365123
"BO0393",3,-116.65025795,43.2984466723
"BO0394",0,-116.669418318,43.2873366467
"BO0395",0,-116.591616585,43.31483692739999
"BO0396",0,-116.564415683,43.30233724639999
"BO0397",0,-116.491413698,43.30153777429999
"BO0398",0,-116.444712337,43.29423817919999
"BO0399",3,-116.725009874,43.291476207
"BO0400",0,-116.78052098,43.26233610249999
"BO0401",0,-117.011127413,43.27873427519999
"BO0402",3,-117.0054163,43.2078250381
"BO0403",0,-117.01802607,43.1656353811
"BO0404",0,-116.976625059,43.1731356024
"BO0405",3,-117.025695346,43.09649604499999
"BO0406",0,-117.007223875,43.02373694529999
"BO0407",3,-116.797750581,43.1979966334
"BO0408",3,-116.805590478,43.17455681769999
"BO0409",0,-116.836921135,43.16063673639999
"BO0410",3,-116.821780618,43.1524669294
"BO0411",3,-116.828730673,43.1425669819
"BO0412",0,-116.832520715,43.1381370006
"BO0413",0,-116.850820762,43.1048372156
"BO0414",0,-116.851420664,43.0962373011
"BO0415",0,-116.853020558,43.0851374058
"BO0416",0,-116.901421502,43.0584373389
"BO0417",0,-116.916121577,43.0345374857
"BO0418",0,-116.878020833,43.0554375384
"BO0419",0,-116.876120733,43.05173759109999
"BO0420",0,-116.881120831,43.0490375837
"BO0421",3,-116.869500453,43.04408771919999
"BO0422",0,-116.853920222,43.05813768279999
"BO0423",0,-116.856920234,43.0529377161
"BO0424",0,-116.880820486,43.0237378533
"BO0425",0,-116.820819379,43.0615378841
"BO0426",3,-116.800089166,43.0873977613
"BO0427",3,-116.786509092,43.1091876311
"BO0429",0,-116.759718036,43.08403808529999
"BO0430",0,-116.767518186,43.0795380766
"BO0431",0,-116.763917853,43.0617382891
"BO0432",0,-116.780218166,43.0523382714
"BO0433",0,-116.772217959,43.05293832229999
"BO0434",0,-116.783618183,43.0467383061
"BO0435",0,-116.738317334,43.0745383377
"BO0436",0,-116.731917096,43.0695384358
"BO0437",3,-116.719476919,43.08136840069999
"BO0438",0,-116.718876819,43.0751184704
"BO0439",3,-116.710536776,43.0887283875
"BO0440",0,-116.680216241,43.1098383839
"BO0441",3,-116.681255309,43.0375191338
"BO0442",0,-116.606415582,43.2098378806
"BO0443",0,-116.59611513,43.1967380877
"BO0444",0,-116.602515221,43.19063810439999
"BO0445",0,-116.592214966,43.1923381604
"BO0446",0,-116.565014207,43.19043837349999
"BO0447",0,-116.619614994,43.1388385152
"BO0448",3,-116.589423825,43.11205900749999
"BO0449",3,-116.602203855,43.0883091638
"BO0450",0,-116.566412071,43.02624006929999
"BO0451",0,-116.575212166,43.0154401209
"BO0452",0,-116.552711549,43.01454029009999
"BO0453",0,-116.391108638,43.1242402872
"BO0454",3,-116.440017186,42.9129921702
"BO0455",3,-116.307126366,43.1239108833
"BO0456",0,-116.284705754,43.1234410461
"BO0457",0,-116.282205598,43.1167411329
"BO0458",3,-116.225023808,43.0980317286
"BO0459",0,-116.259704824,43.1040414226
"BO0460",0,-116.268005018,43.10174138799999
"BO0461",0,-116.373906766,43.01704152769999
"BO0462",0,-116.168601528,43.0401427275
"BO0463",0,-116.14750064,43.0156431323
"BO0464",0,-116.113899649,43.00924343459999
"BO0465",0,-116.088898899,43.0034436702
"BO0467",3,-116.782718029,43.03701841509999
"BO0468",3,-116.758947432,43.0401685517
"BO0469",0,-116.777918009,43.0452383627
"BO0470",0,-116.784218217,43.0481382871
"BO0471",3,-116.705335541,43.0060992946
"BO0472",3,-116.70553557,43.00792927379999
"BO0473",3,-116.709905746,43.01235919569999
"BO0474",3,-116.732786333,43.01024905489999
"BO0475",3,-116.721655961,43.0046991932
"BO0476",0,-116.727616092,43.0025391736
"BO0477",0,-116.72771615,43.0067391283
"BO0478",0,-116.09690735,43.6286674179
"BO0479",0,-116.135278625,43.64567698899999
"BO0480",0,-116.137358526,43.634057082
"BO0481",0,-116.141798652,43.63440704729999
"BO0482",0,-116.137628583,43.6377970454
"BO0483",0,-116.143978751,43.6374070041
"BO0484",0,-116.084977337,43.65205728559999
"BO0485",0,-116.122198272,43.645947079
"BO0486",0,-116.125998649,43.6663868634
"BO0487",0,-116.062746563,43.63955755809999
"BO0496",0,-116.358775854,43.8661779120001
"BO0497",0,-116.133286714,43.8506264050001
"BO0498",0,-116.175492741,44.009107027
"CH0001",0,-115.121598891,44.9915335694
"CH0002",0,-115.131399155,44.9906335066
"CH0003",0,-115.114698643,44.9876336427
"CH0004",0,-115.111898549,44.9865336694
"CH0005",0,-115.228001764,44.9826328811
"CH0006",0,-115.227201683,44.9784329138
"CH0007",0,-115.2252016,44.97653294009999
"CH0008",0,-115.218901423,44.9765329844
"CH0009",0,-115.211901226,44.9765330335
"CH0010",0,-115.201600886,44.972933129
"CH0011",0,-115.177500225,44.9742332895
"CH0012",0,-115.180500253,44.9701332951
"CH0013",0,-115.178600169,44.9679333226
"CH0014",0,-115.187200344,44.96313329349999
"CH0015",0,-115.188300333,44.9601333053
"CH0016",0,-115.193900444,44.9567332881
"CH0017",0,-115.188600214,44.950933363
"CH0018",0,-115.198000482,44.9512332952
"CH0019",0,-115.205000799,44.9598331901
"CH0020",0,-115.218301165,44.9592331008
"CH0021",0,-115.229701575,44.9656329792
"CH0022",0,-115.22550136,44.9587330535
"CH0023",0,-115.230501443,44.9545330457
"CH0024",0,-115.231901425,44.9504330626
"CH0025",0,-115.23390143,44.94673307279999
"CH0026",0,-115.190200178,44.9451333896
"CH0027",0,-115.205500554,44.9412333079
"CH0028",0,-115.212700714,44.9381332777
"CH0029",0,-115.191400134,44.9395334178
"CH0030",0,-115.208600479,44.92953336279999
"CH0031",0,-115.243001424,44.927933132
"CH0032",0,-115.224100854,44.92513328299999
"CH0033",0,-115.215500638,44.92703333079999
"CH0034",0,-115.223600781,44.9209333141
"CH0035",0,-115.225800817,44.9190333112
"CH0036",0,-115.223900716,44.91563334689999
"CH0037",0,-115.181899771,44.9326335295
"CH0038",0,-115.188599756,44.91793357909999
"CH0039",0,-115.154399522,44.97043347589999
"CH0040",0,-115.157499593,44.969233462
"CH0041",0,-115.165199768,44.96623342749999
"CH0042",3,-115.172909938,44.9628833952
"CH0043",3,-115.17331994,44.9622033968
"CH0044",0,-115.175799934,44.95673341489999
"CH0045",0,-115.173899863,44.9554334367
"CH0046",0,-115.166099728,44.9615334517
"CH0047",0,-115.158899517,44.960933506
"CH0048",0,-115.16219956,44.9573335063
"CH0049",0,-115.151899293,44.9590335673
"CH0050",3,-115.145879126,44.9592136083
"CH0051",0,-115.153599287,44.95513358079999
"CH0052",0,-115.157199341,44.9517335777
"CH0053",0,-115.164099548,44.9526335235
"CH0054",0,-115.168899655,44.950633503
"CH0055",0,-115.159699385,44.9498335726
"CH0056",0,-115.163299456,44.94763356169999
"CH0057",0,-115.146598958,44.94563369159999
"CH0058",0,-115.150499087,44.94703365519999
"CH0059",0,-115.154399201,44.947333626
"CH0060",0,-115.156099219,44.94513362839999
"CH0061",0,-115.159999266,44.9406336305
"CH0062",0,-115.15249907,44.94173367579999
"CH0063",0,-115.151098993,44.9390337032
"CH0064",0,-115.147198856,44.9370337436
"CH0065",3,-115.12435859,44.9642037265
"CH0066",0,-115.134398858,44.9631336632
"CH0067",0,-115.13439882,44.9604336807
"CH0068",0,-115.131598744,44.960633699
"CH0069",3,-115.131358672,44.9559437311
"CH0070",3,-115.139308823,44.9506937097
"CH0071",0,-115.140798807,44.9465337263
"CH0072",0,-115.133298588,44.9459337827
"CH0073",0,-115.124098372,44.9490338268
"CH0074",0,-115.11139803,44.9501339084
"CH0075",0,-115.125498357,44.9451338424
"CH0076",0,-115.128298402,44.9426338392
"CH0077",0,-115.138898696,44.94233376699999
"CH0078",0,-115.15159888,44.9298337599
"CH0079",0,-115.16079913,44.9292336995
"CH0080",0,-115.156598971,44.9262337486
"CH0081",0,-115.150198795,44.9265337914
"CH0082",0,-115.147698693,44.9242338239
"CH0083",0,-115.153598875,44.9254337748
"CH0084",0,-115.150498745,44.9223338168
"CH0085",3,-114.534272335,44.99389762019999
"CH0086",0,-114.566383249,44.99423739789999
"CH0087",3,-114.520221848,44.9873377581
"CH0088",0,-114.522181874,44.9851377587
"CH0089",0,-114.524981934,44.9837377484
"CH0090",0,-114.566382996,44.97563751649999
"CH0091",0,-114.561882847,44.9740375576
"CH0092",3,-114.550532576,44.9777176118
"CH0093",3,-114.548292566,44.9816776019
"CH0094",3,-114.545062421,44.97773764919999
"CH0095",3,-114.543162366,44.977617663
"CH0096",3,-114.539992268,44.9770076886
"CH0097",3,-114.535222118,44.97594772799999
"CH0098",0,-114.531082028,44.9779377437
"CH0099",0,-114.541082265,44.97453769689999
"CH0100",0,-114.535782115,44.97453773319999
"CH0101",0,-114.532182002,44.973737763
"CH0102",0,-114.544382303,44.9704377005
"CH0103",0,-114.533141941,44.9672777977
"CH0104",0,-114.531081839,44.9640378326
