"IndexedObjectId","MinGX","MinGY","MaxGX","MaxGY"
3754,253435483,1274618448,253435483,1274618448
3755,253436590,1274602847,253436590,1274602847
3756,253046979,1274544936,253046979,1274544936
3757,253303901,1274481543,253303901,1274481543
3758,253496000,1274478180,253496000,1274478180
3759,253414576,1274392365,253414576,1274392365
3760,252973067,1274267886,252973067,1274267886
3761,253331181,1273855566,253331181,1273855566
3762,254085331,1275261115,254085331,1275261115
3763,253959241,1275245931,253959241,1275245931
3764,253965961,1275204886,253965961,1275204886
3765,253965962,1275175651,253965962,1275175651
3766,254050153,1275153727,254050153,1275153727
3767,254289130,1275135236,254289130,1275135236
3768,254267549,1275116068,254267549,1275116068
3769,254111815,1275125622,254111815,1275125622
3770,254088890,1275092460,254088890,1275092460
3771,254178615,1275078410,254178615,1275078410
3772,254105096,1275061550,254105096,1275061550
3773,254092053,1275028956,254092053,1275028956
3774,254163595,1275027271,254163595,1275027271
3775,254065570,1274973892,254065570,1274973892
3776,254477397,1274905193,254477397,1274905193
3777,254380993,1274763280,254380993,1274763280
3778,254369926,1274741384,254369926,1274741384
3779,254366369,1274724542,254366369,1274724542
3780,254403919,1274716683,254403919,1274716683
3781,254421312,1274624632,254421312,1274624632
3782,254483092,1274615316,254483092,1274615316
3783,254503922,1274608919,254503922,1274608919
3784,254529219,1274566833,254529219,1274566833
3785,254722108,1274632492,254722108,1274632492
3786,254771516,1274602749,254771516,1274602749
3787,254749777,1274534293,254749777,1274534293
3788,254507085,1274504556,254507085,1274504556
3789,254544241,1274462484,254544241,1274462484
3790,254288505,1274467530,254288505,1274467530
3791,254241468,1274443971,254241468,1274443971
3792,254337913,1274431633,254337913,1274431633
3793,254662030,1274369385,254662030,1274369385
3794,254639896,1274345834,254639896,1274345834
3795,254633177,1274272388,254633177,1274272388
3796,254533573,1274034224,254533573,1274034224
3797,254443415,1273838390,254443415,1273838390
3798,254069143,1273465589,254069143,1273465589
3799,256056106,1276533990,256056106,1276533990
3800,256144250,1276521570,256144250,1276521570
3801,256018951,1276493342,256018951,1276493342
3802,255899187,1276373685,255899187,1276373685
3803,255871914,1276362964,255871914,1276362964
3804,255828831,1276344342,255828831,1276344342
3805,255809068,1276330236,255809068,1276330236
3806,255752149,1276347163,255752149,1276347163
3807,255714995,1276309923,255714995,1276309923
3808,255691674,1276298640,255691674,1276298640
3809,255671911,1276282843,255671911,1276282843
3810,255612623,1276193720,255612623,1276193720
3811,255585351,1276076433,255585351,1276076433
3812,255529223,1276052754,255529223,1276052754
3813,255510646,1276002586,255510646,1276002586
3814,255383371,1276005966,255383371,1276005966
3815,255355703,1275986802,255355703,1275986802
3816,254945024,1275930892,254945024,1275930892
3817,254951743,1275921425,254951743,1275921425
3818,254899964,1275908465,254899964,1275908465
3819,255185740,1275866209,255185740,1275866209
3820,255120917,1275850997,255120917,1275850997
3821,255159258,1275803677,255159258,1275803677
3822,255096689,1275719363,255096689,1275719363
3823,255071432,1275680283,255071432,1275680283
3824,255030799,1275655002,255030799,1275655002
3825,255061630,1275648809,255061630,1275648809
3826,255035147,1275626851,255035147,1275626851
3827,255019732,1275588008,255019732,1275588008
