"KeyField","RecordID","MapLoc","PropertyName","LastUpdated","Action_taken","Notes","Notes2"
2272,"HA0953","HA0953","Margaret Mine","2004-07-23 00:00:00","reference updated","MLA 4-92 added to references.",
2273,"HA1008","HA1008","Bluebird","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2274,"HA1016","HA1016","Good Hope Prospect","2004-07-23 00:00:00","reference updated","MLA 4-92 added to references.",
2275,"DU0173","DU0173","Hilltop Mine","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2276,"DU0181","DU0181","Brown Bull Mine","2004-07-23 00:00:00","reference updated","MLA 8-88 added to references.",
2277,"DU0184","DU0184","Portland","2004-07-23 00:00:00","reference updated","MLA 8-88 added to references.",
2278,"DU0203","DU0203","Orion","2004-07-23 00:00:00","refernce updated",,
2279,"DU0204","DU0204","Fourth Term","2004-07-23 00:00:00","reference updated",,
2280,"DU0205","DU0205","Liberty Gulch","2004-07-23 00:00:00","reference updated","MLA 8-88 added to references.",
2281,"DU0207","DU0207","Ag 1014","2004-07-23 00:00:00","reference updated",,
2282,"DU0209","DU0209","Ag 1029","2004-07-23 00:00:00","reference updated",,
2283,"DU0210","DU0210","Buckhorn","2004-07-23 00:00:00","reference updated",,
2284,"DU0211","DU0211","Skyline","2004-07-23 00:00:00","reference updated",,
2285,"DU0212","DU0212","Silver Moon Mine","2004-07-23 00:00:00","reference updated",,
2286,"DU0213","DU0213","Hecla","2004-07-23 00:00:00","reference updated",,
2287,"DU0215","DU0215","Grace Phelan","2004-07-23 00:00:00","reference updated",,
2288,"DU0217","DU0217","Ag 261","2004-07-23 00:00:00","reference updated",,
2289,"DU0218","DU0218","Ag 417","2004-07-23 00:00:00","reference updated",,
2290,"DU0219","DU0219","Ag 419","2004-07-23 00:00:00","reference updated",,
2291,"DU0219","DU0219","Ag 419","2005-12-07 00:00:00","references updated","Site inspection report added to references.",
2292,"DU0220","DU0220","Ag 416","2004-07-23 00:00:00","reference updated",,
2293,"DU0221","DU0221","Ag 315","2004-07-23 00:00:00","reference updated",,
2294,"DU0229","DU0229","Lemhi Range","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2295,"DU0231","DU0231","Iron Mask Mine","2004-07-23 00:00:00","reference updated","MLA 11-91 added to references.",
2296,"DU0232","DU0232","Little Windy Group","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2297,"DU0233","DU0233","Bear Hat","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2298,"DU0238","DU0238","Excelsior Mine","2004-07-23 00:00:00","reference updated","MLA 11-91 added to references.",
2299,"DU0239","DU0239","Red Warrior Occurrence","2004-07-23 00:00:00","reference updated","MLA 11-91, MLA 5-91 and MLA 6-91 added to references.",
2300,"DU0240","DU0240","Teddy Mine","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to reference.",
2301,"DU0241","DU0241","Elizabeth Mine","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2302,"DU0248","DU0248","Dividend Mine","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2303,"DU0249","DU0249","Automatic Mine","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2304,"DU0250","DU0250","Jersey Bell","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2305,"DU0251","DU0251","Lucky Strike","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2306,"DU0252","DU0252","Hope","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2307,"DU0253","DU0253","Westside","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2308,"DU0254","DU0254","Badger King Mine","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2309,"DU0255","DU0255","Badger Creek Mine","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2310,"DU0256","DU0256","Triumph","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2311,"DU0258","DU0258","Cleopatra","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2312,"DU0259","DU0259","Nipper","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 aded to references.",
2313,"DU0260","DU0260","Cedar Post","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2314,"DU0261","DU0261","Little Pittsburgh Mine","2004-07-23 00:00:00","reference updated",,
2315,"DU0262","DU0262","Rainbow","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2316,"DU0263","DU0263","Bar No. 2","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2317,"DU0264","DU0264","Bar No. 7","2004-07-23 00:00:00","refernece updated","MLA 11-91 and MLA 5-91 added to references.",
2318,"DU0265","DU0265","Badger Creek Prospect","2004-07-23 00:00:00","reference updated","MLA 11-91, MLA 5-91 and MLA 6-91 added to references.",
2319,"DU0266","DU0266","Last Chance","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2320,"DU0267","DU0267","Red Bird","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2321,"DU0268","DU0268","Valley View Mine","2004-07-23 00:00:00","reference updated","MLA 11-91 and MLA 5-91 added to references.",
2322,"DU0282","DU0282","Bessemer","2009-08-03 00:00:00","property deleted","This property is a duplicate of DU0283.",
2323,"DU0283","DU0283","Black Angus Prospect","2004-07-23 00:00:00","reference updated","MLA 8-88 added to references.",
2324,"DU0286","DU0286","Rocky Mountain Goat Mine","2004-07-23 00:00:00","reference updated","MLA 5-91 amd MLA 6-91 added to references.",
2325,"DU0311","DU0311","Doubtful","2004-07-23 00:00:00","reference updated",,
2326,"DU0315","DU0315","Unnamed Prospect","2004-07-23 00:00:00","reference updated","MLA 8-88 added to references.",
2327,"DU0372","DU0372","Clear Creek Gypsum Deposit","2004-07-23 00:00:00","reference updated",,
2328,"DU0373","DU0373","Unnamed  Prospect","2004-07-23 00:00:00","reference updated",,
2329,"DU0374","DU0374","Lombardi","2004-07-23 00:00:00","references updated","MLA 78-86 added to references.",
2330,"DU0375","DU0375","Snowball Quarry","2004-07-23 00:00:00","reference updated","MLA 78-86 added to references.",
2331,"DU0378","DU0378","Iron Flux","2004-07-23 00:00:00","reference updated",,
2332,"DU0383","DU0383","Blue Jay Extension 181","2004-07-23 00:00:00","reference updated",,
2333,"DU0384","DU0384","Blue Jay Mine","2004-07-23 00:00:00","reference updated","MLA 8-88 added to references.",
2334,"DU0386","DU0386","Silver Queen","2004-07-23 00:00:00","reference updated",,
2335,"DU0388","DU0388","Ray Lode","2004-07-23 00:00:00","reference updated",,
2336,"DU0392","DU0392","Silver Group","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2337,"DU0397","DU0397","Beverly Ann Prospect","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2338,"DU0399","DU0399","Ima Mine","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2339,"DU0403","DU0403","Unnamed Prospect","2004-07-23 00:00:00","reference updated",,
2340,"DU0404","DU0404","Yellow Peak","2004-07-23 00:00:00","reference updated","MLA 8-88 and MLA 5-91 added to references.",
2341,"DU0406","DU0406","Sunshine","2004-07-23 00:00:00","reference updated",,
2342,"DU0408","DU0408","Roosevelt","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2343,"DU0409","DU0409","Trey","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2344,"DU0410","DU0410","Unnamed Prospect","2004-07-23 00:00:00","reference updated",,
2345,"DU0411","DU0411","Pay Day Group","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2346,"DU0413","DU0413","Oregon Group","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 8-88 added to references.",
2347,"DU0414","DU0414","Lady May","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2348,"DU0415","DU0415","Wanda Loy","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2349,"DU0416","DU0416","Wells Cobalt Prospect","2004-07-23 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2350,"DU0417","DU0417","Big Creek Prospects","2004-07-23 00:00:00","reference updated","MLA 8-88, MLA 5-91 and MLA 6-91 added to references.",
2351,"DU0418","DU0418","Benchmark Prospect","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2352,"DU0419","DU0419","Mahogany Hill","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2353,"DU0420","DU0420","Grouse Creek Lake","2004-07-23 00:00:00","reference updated","MLA 5-91 added to references.",
2354,"DU0423","DU0423","Mt. Borah Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2355,"DU0426","DU0426","Snowshoe","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2356,"DU0427","DU0427","Unnamed Prospect","2004-07-26 00:00:00","reference updated",,
2357,"DU0428","DU0428","Unnamed Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2358,"DU0429","DU0429","Unnamed Prospect","2004-07-26 00:00:00","reference updated","MLA 79-87 added to references.",
2359,"DU0430","DU0430","Unnamed Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2360,"DU0431","DU0431","Prichett","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2361,"DU0432","DU0432","Unnamed Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2362,"DU0433","DU0433","Upper Cedar Creek","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2363,"DU0436","DU0436","Massacre","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2364,"DU0437","DU0437","Orion","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2365,"DU0440","DU0440","Davis Canyon Prospect","2004-07-26 00:00:00","reference updated",,
2366,"DU0441","DU0441","Lost Cabin","2004-07-26 00:00:00","reference updated",,
2367,"DU0442","DU0442","Mammoth Canyon Prospect No. 2","2004-07-26 00:00:00","reference updated",,
2368,"DU0443","DU0443","Mammoth Canyon Prospect No. 3","2004-07-26 00:00:00","reference updated",,
2369,"DU0444","DU0444","Warm Creek Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91, 6-91 and 11-91 added to references.",
2370,"DU0421","DU0421","Hilltop 1,2,3,4","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 79-87 added to references.",
2371,"DU0422","DU0422","Big Dyke Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 79-87 added to references.",
2372,"DU0425","DU0425","Jayrock","2004-07-26 00:00:00","reference updated","MLA 5-91, MLA 6-91 and MLA 79-87 added to references.",
2373,"DU0438","DU0438","Kranovich","2004-07-26 00:00:00","reference updated","MLA 5-91, MLA 6-91 and MLA 79-87 added to references.",
2374,"DU0445","DU0445","Argilite","2004-07-26 00:00:00","reference updated",,
2375,"DU0446","DU0446","Copper Bluff Mine","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2376,"DU0447","DU0447","Magpie Springs Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2377,"DU0449","DU0449","Copper Bell","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2378,"DU0450","DU0450","Silver Bell","2004-07-26 00:00:00","reference updated",,
2379,"DU0451","DU0451","Bell View Mine","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2380,"DU0452","DU0452","Iron Cap","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2381,"DU0453","DU0453","Log Chain","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2382,"DU0454","DU0454","Williams Creek Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2383,"DU0455","DU0455","VJ","2004-07-26 00:00:00","reference updated",,
2384,"DU0456","DU0456","Bighorn Canyon Prospect","2004-07-26 00:00:00","reference updated",,
2385,"DU0458","DU0458","Middle Fork of Pass Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
2386,"DU0459","DU0459","Bald Mountain Gulch Prospect","2004-07-26 00:00:00","reference updated",,
2387,"DU0460","DU0460","Eightmile Canyon Placer","2004-07-26 00:00:00","reference updated",,
2388,"DU0461","DU0461","Copper Mountain Mine","2004-07-26 00:00:00","reference updated","MLA 5-91, MLA 6-91 and MLA 11-91 added to references.",
2389,"DU0462","DU0462","Uncle Ike Creek Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2390,"DU0463","DU0463","Fallert Springs Prospect","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2391,"DU0464","DU0464","Lucky Billy","2004-07-26 00:00:00","reference updated",,
2392,"DU0465","DU0465","UI No. 6 & 7","2004-07-26 00:00:00","references updated","MLA 5-91 and MLA 11-91 added to references.",
2393,"DU0466","DU0466","Copper Mountain No. 8","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2394,"DU0467","DU0467","Whitebird Deposit","2004-07-26 00:00:00","reference updated","MLA 5-91, MLA 6-91 and MLA 11-91 added to references.",
2395,"DU0469","DU0469","Bighorn Mine","2004-07-26 00:00:00","reference updated","MLA 5-91, MLA 6-91 and MLA 11-91 added to references.",
2396,"DU0470","DU0470","Windfall","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2397,"DU0471","DU0471","Ssparrow","2004-07-26 00:00:00","reference updated","MLA 5-91 and MLA 11-91 added to references.",
2398,"DU0472","DU0472","Sagebrush","2004-07-26 00:00:00","reference updated","MLA 11-91 added to references.",
2399,"DU0473","DU0473","Park Adit","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2400,"DU0474","DU0474","Coons Canyon","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2401,"DU0476","DU0476","Clark and Rossi Property","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2402,"DU0477","DU0477","Climax Group","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2403,"DU0478","DU0478","Clipper Property","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2404,"DU0479","DU0479","Viola Mine","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2405,"DU0483","DU0483","Nicholia Fraction","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2406,"DU0489","DU0489","Unnamed Location","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2407,"DU0533","DU0533","First Discovery Claim","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2408,"DU0534","DU0534","Elkhorn","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2409,"DU0535","DU0535","Unnamed Prospect","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2410,"DU0536","DU0536","Canyon West","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2411,"DU0537","DU0537","Heart Canyon","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2412,"DU0538","DU0538","Unnamed Prospect","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2413,"DU0539","DU0539","Unnamed Prospect","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2414,"DU0540","DU0540","Heart Creek Adit","2004-07-26 00:00:00","reference updated","MLA 53-83 added to references.",
2415,"EC0025","EC0025","Brown Bear Prospect","2004-07-26 00:00:00","reference updated","MLA 3-91 added to references.",
2416,"EC0106","EC0106","Vendetta Mine","2004-07-23 00:00:00","reference updated","MLA 9-91 added to references.",
2417,"EC0107","EC0107","Petsite Mine","2004-07-26 00:00:00","reference updated","MLA 9-91 added to references.",
2418,"EC0110","EC0110","Diamond Hitch Mine","2004-07-26 00:00:00","reference updated","MLA 9-91 added to references.",
2419,"EC0111","EC0111","Twin Butte Mine","2004-07-26 00:00:00","reference updated","MLA 9-91 added to references.",
2420,"EC0115","EC0115","Homestake Mine","2004-07-26 00:00:00","reference updated","MLA 9-91 added to references.",
2421,"EC0116","EC0116","Penman Deposit","2004-07-26 00:00:00","reference updated","MLA 9-91 added to references.",
2422,"EC0108","EC0108","Belevedore Mine","2004-07-26 00:00:00","reference updated","MLA 9-93 added to references.",
2423,"EC0117","EC0117","Cracker Jack Mine","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2424,"EC0118","EC0118","Santa Rosa","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2425,"EC0119","EC0119","Winslow Prospect","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2426,"EC0120","EC0120","Lucky Lad Deposit","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2427,"EC0121","EC0121","Dice","2004-07-26 00:00:00","references updated","MLA 2-84 added to references.",
2428,"EC1284","EC1284","Liberty Bell","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2429,"EC1283","EC1283","Rob Roy","2004-07-26 00:00:00","references updated","MLA 2-84 added to references.",
2430,"EC0123","EC0123","Vesuvius Mine","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2431,"EC0125","EC0125","Big Buffalo","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2432,"EC0126","EC0126","Union Jack Deposit","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2433,"EC0127","EC0127","Monte Cristo Prospect","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2434,"EC0129","EC0129","Fortune Deposit","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2435,"EC0130","EC0130","Atlas","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2436,"EC1290","EC0130a","Phoenix Fraction","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2437,"EC0131","EC0131","Dobbins","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2438,"EC0133","EC0133","St. Paul Prospect","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2439,"EC0135","EC0135","Red Ledge # 1-3 Claims","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2440,"EC0136","EC0136","Alhambra Mine","2004-07-26 00:00:00","references updated","MLA 2-84 added to references.",
2441,"EC0137","EC0137","California","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2442,"EC1291","EC0137a","Clarence","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2443,"EC1292","EC0137","Elizabeth","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2444,"EC1293","EC0137c","Louise","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2445,"EC0139","EC0139","San Francisco Prospect","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2446,"EC0140","EC0140","Colonel","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2447,"EC1294","EC0140","Hampton Mining Co.","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2448,"EC1295","EC0140","Lost Lake","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2449,"EC0141","EC0141","Gold Crown Deposit","2004-07-26 00:00:00","reference updated","MLA 2-84 added to references.",
2450,"EC0142","EC0142","Tiger Prospect","2004-07-26 00:00:00","reference updated",,
2451,"EC0144","EC0144","Spokane Prospect","2004-07-26 00:00:00","references updated",,
2452,"EC0146","EC0146","Dewey Occurrence","2004-07-26 00:00:00","references updated","MLA 2-84 added to references.",
2453,"EC0147","EC0147","St. Louis Mine","2004-07-26 00:00:00","references updated","MLA 2-84 added to references.",
2454,"EC0150","EC0150","Venture Prospect","2004-07-26 00:00:00","references updated","MLA 2-84 added to references.",
2455,"EC0148","EC0148","Jumbo Mine","2004-07-26 00:00:00","reference updated","MLA 2-84 and MLA 9-93 added to references.",
2456,"EC0157","EC0157","Burpee Mine","2004-07-26 00:00:00","references updated","MLA 9-91 added to references.",
2457,"EC0165","EC0165","Boulder Creek","2004-07-26 00:00:00","reference updated","MLA 9-91 added to references.",
2458,"EC0161","EC0161","Dixie Gulch Placer","2004-07-26 00:00:00","reference updated","MLA 8-91 added to references.",
2459,"EC0176","EC0176","American Mine","2004-07-26 00:00:00","references updated","MLA 8-91 added to references.",
2460,"EC0185","EC0185","Dixie Queen Deposit","2004-07-26 00:00:00","references updated","MLA 8-91 added to references.",
2461,"EC0191","EC0191","Juanita Mine","2004-07-26 00:00:00","references updated","MLA 8-91 added to references.",
2462,"EC0192","EC0192","Bonanza Mine","2004-07-26 00:00:00","reference updated","MLA 8-91 added to references.",
2463,"EC0192","EC0192","Bonanza Mine","2004-07-26 00:00:00","location updated",,
2464,"EC0193","EC0193","Penn-Dixie","2004-07-26 00:00:00","references updated","MLA 8-91 added to references.",
2465,"EC0195","EC0195","North Star Mine","2004-07-26 00:00:00","references updated","MLA 8-91 added to references.",
2466,"EC0196","EC0196","Dixie Royal Mine","2004-07-26 00:00:00","references updated","MLA 8-91 added to references.",
2467,"EC0199","EC0199","Black Diamond Mine","2004-07-26 00:00:00","references updated","MLA 8-91 added to references.",
2468,"EC0200","EC0200","Dillinger Mine","2004-07-26 00:00:00","reference updated","MLA 8-91 added to references.",
2469,"EC0202","EC0202","Robinson Dike Mine","2004-07-26 00:00:00","reference updated","MLA 8-91 added to references.",
2470,"EC0203","EC0203","Gold Leaf","2004-07-26 00:00:00","reference updated","MLA 8-91 added to references.",
2471,"EC0204","EC0204","Dixie Comstock Mine","2004-07-26 00:00:00","reference updated","MLA 8-91 added to references.",
2472,"EC0205","EC0205","Blowout # 1","2004-07-26 00:00:00","reference updated","MLA 8-91 added to references.",
2473,"EC0207","EC0207","Swastika Mine","2004-07-27 00:00:00","reference updated","MLA 8-91 added to references.",
2474,"EC0224","EC0224","Steamboat Creek Placer","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2475,"EC0231","EC0231","IDK Mine","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2476,"EC0265","EC0265","Gayety Placer","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2477,"EC0266","EC0266","Gayety Vein Deposit","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2478,"EC0290","EC0290","Lucky Boy","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2479,"EC0355","EC0355","Antimony Rainbow Group Mine","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2480,"EC0360","EC0360","Ludwig Deposit","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2481,"EC0361","EC0361","Logan Copper Hill Prospect","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2482,"EC0363","EC0363","Golden Way Up Mine","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2483,"EC0369","EC0369","Sunday Mine","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2484,"EC0376","EC0376","Silent Friend Group","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2485,"EC0378","EC0378","Trigold Prospect","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2486,"EC0379","EC0379","Abstine and Belvins","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2487,"EC0246","EC0246","Tough Nut Deposit","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2488,"EC0310","EC0310","Badger Claim","2004-07-27 00:00:00","reference updated","MLA 9-91 added to references.",
2489,"EC0386","EC0386","B and B No. 4 Claim","2004-07-27 00:00:00","reference updated","MLA 64-85 and MLA 9-93 added to references.",
2490,"EC0388","EC0388","Watson Mining Claims","2004-07-27 00:00:00","reference updated.",,
2491,"EC0390","EC0390","Wilson Group","2004-07-27 00:00:00","reference updated","MLA 64-85 and 9-93 added to references.",
2492,"EC0391","EC0391","Glasgow Prospect","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2493,"EC0394","EC0394","Gold Coin Mine","2004-07-27 00:00:00","reference updated",,
2494,"EC0396","EC0396","Coin Mtn. Prospect","2004-07-27 00:00:00","reference updated",,
2495,"EC0397","EC0397","Black Metal","2004-07-27 00:00:00","reference updated","MLA 64-85 added to references.",
2496,"EC0399","EC0399","Combination Prospect","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2497,"EC0400","EC0400","Central Galena Group","2004-07-27 00:00:00","reference updated","MLA 64-85 added to references.",
2498,"EC0401","EC0401","Grunter Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2499,"EC0404","EC0404","Clipper Bullion Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2500,"EC0406","EC0406","Brittanic Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2501,"EC0410","EC0410","Gold Hill Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2502,"EC0416","EC0416","Big Lead Mine","2004-07-27 00:00:00","reference updated","MLA 25-93 added to references.",
2503,"EC0422","EC0422","Dewey Claims","2004-07-27 00:00:00","reference updated","MLA 9-93 added to references.",
2504,"EC0462","EC0462","Silver King","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2505,"EC0471","EC0471","Revelation Mine","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2506,"EC0472","EC0472","Old Montana Placer","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2507,"EC0473","EC0473","Mountain Placer","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2508,"EC0474","EC0474","Iron Crown Mine","2004-07-27 00:00:00","reference updated","MLA 7-91 and MLA 25-93 added to references.",
2509,"EC0478","EC0478","Newsome Creek","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2510,"EC0480","EC0480","Buckeye Placer","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2511,"EC0482","EC0482","Golden Age Prospect","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2512,"EC0483","Ec0483","Victory Creek Placer","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2513,"EC0490","EC0490","Mackey Mine","2004-07-27 00:00:00","reference updated",,
2514,"EC0491","EC0491","Buffalo-Idaho Mine","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2515,"EC0492","EC0492","New York Mine","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2516,"EC0493","EC0493","Newsome and Leggett Creek Placer","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2517,"EC0494","EC0494","Keyes Placer","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2518,"EC0507","EC0507","Lone Pine Mine","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2519,"EC0509","EC0509","Sentinel Mine","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2520,"EC0510","EC0510","Clearwater Mine","2004-07-27 00:00:00","reference updated","MLA 7-91 added to references.",
2521,"EC0529","EC0529","American Placer","2004-07-27 00:00:00","reference updated","MLA 8-91 added to references.",
2522,"EC0567","EC0567","Upper Red River Placers","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
2523,"EC0572","EC0572","Tyee Placer","2004-07-27 00:00:00","reference updated","MLA 3-91 added to references.",
